题目,答案要点,难度,相关岗位,标签,题目类型
单页应用如何提高加载速度？,单页应用提升加载速度可以从资源体积、网络请求、渲染策略、缓存机制等多方面优化，核心思路是减少请求、减小体积、延迟加载非关键内容。可以通过代码分割实现路由懒加载，只加载当前页面需要的代码；对JavaScript、CSS、图片、字体等资源进行压缩合并，移除无用代码；使用CDN分发静态资源，开启Gzip或Brotli压缩；合理使用浏览器缓存与本地存储，缓存接口数据与静态资源；采用骨架屏、资源预加载、预连接、DNS预解析等手段提升感知速度；优化关键渲染路径，内联关键CSS，延迟加载非必要脚本；服务端渲染或静态生成可以大幅提升首屏加载速度，同时优化图片格式与大小，使用WebP、懒加载、响应式图片等方式进一步降低资源开销。,5,web前端开发,React、CDN、懒加载、预加载,技术知识
React 中的 ref 有什么用？,ref 用于获取真实 DOM 元素或类组件实例的引用，让开发者可以直接操作 DOM 或调用组件实例方法。在函数组件中可以通过 useRef 创建 ref 对象，绑定到元素或组件上，获取到 DOM 节点后可以执行聚焦、获取宽高、操作原生属性等操作；也可以用 ref 存储跨渲染周期不变的值，不会因为组件更新而重置，也不会触发重新渲染。ref 是 React 中为数不多可以脱离虚拟 DOM、直接操作底层真实节点的方式，常用于处理动画、表单焦点、第三方库集成等无法通过声明式完成的场景。,2,web前端开发,React、useRef、DOM、Ref,技术知识
react-router 里的 \<Link> 标签和 \<a> 标签有什么区别？,Link 是 react-router 提供的组件，最终会渲染成 a 标签，但它阻止了浏览器的默认跳转行为，不会刷新整个页面，而是通过前端路由更新视图，属于单页应用内的跳转；而原生 a 标签会触发浏览器的完整页面刷新，重新请求 HTML、CSS、JS 等资源，破坏单页应用体验。Link 内部使用 history API 实现路由切换，只会更新 URL 和对应页面组件，保留应用状态，而 a 标签会重置整个页面上下文，丢失应用内状态，因此在单页应用中路由跳转必须使用 Link，避免使用原生 a 标签。,2,web前端开发,React,技术知识
说说你对React Router的理解？常用的Router组件有哪些？,React Router 是 React 生态的官方路由库，用于实现单页应用的前端路由管理，让页面可以根据 URL 变化切换不同组件，而不刷新浏览器。它将 URL 与组件做映射，提供声明式路由、编程式导航、路由守卫、嵌套路由、动态路由等能力，是 React 单页应用的核心基础设施。常用组件包括：用于包裹应用、提供路由上下文的 BrowserRouter 和 HashRouter；用于匹配路径、渲染对应组件的 Route；用于声明式跳转的 Link 和高亮导航的 NavLink；用于独占路由、只匹配一个路由的 Switch；用于重定向的 Redirect；以及用于嵌套路由和统一管理的 Routes 与 Outlet（React Router v6）。,2,web前端开发,React、React Router、DOM、import,技术知识
说说React Router有几种模式，以及实现原理？,React Router 主要有两种路由模式：history 模式和 hash 模式。history 模式使用 BrowserRouter，基于浏览器的 history API（pushState、replaceState、popstate）实现，URL 路径干净不带 #，更接近传统网址，但需要服务端配置支持，否则刷新会出现 404；hash 模式使用 HashRouter，基于 URL 中的 hash 值（# 后面部分）变化实现，hash 变化不会向服务端发送请求，兼容性更好，无需服务端配置，但 URL 中会带有 #，不够美观。两者原理都是监听 URL 变化，不触发页面刷新，内部匹配路由规则并渲染对应组件，实现单页应用的无刷新切换。,5,web前端开发,React、React Router、Context、HTTP,场景题
使用 useState时，为什么连续调用 setTest会出现值的丢失？,连续调用 setTest 出现值丢失，是因为 useState 的更新是异步批量处理的，每次调用 setTest 并不会立即更新 state，而是把更新任务放入队列，等事件函数执行完毕后再统一更新。如果多次直接使用对象形式更新，比如 setTest(test + 1)，每次获取的 test 都是当前闭包中的旧值，多次更新会互相覆盖，最终只执行最后一次。想要正确累加，必须使用函数式更新 setTest(prev => prev + 1)，函数式更新可以拿到最新的上一次状态，确保每次更新都基于最新值，不会出现覆盖丢失。当前文件内容过长，豆包只阅读了前 34%。,2,web前端开发,React、useState、const,技术知识
实现一个 useTimeout Hook,实现 useTimeout 可以封装定时器逻辑，自动处理清除和依赖更新，避免闭包陷阱与重复创建，核心是在 useEffect 中管理定时器，并在依赖变化或组件卸载时清除，保证逻辑稳定可靠。,3,web前端开发,React、useState、useEffect、useRef,场景题
react 中怎么捕获异常？,React 中捕获异常主要使用错误边界组件，错误边界是类组件，通过实现 static getDerivedStateFromError 与 componentDidCatch 两个生命周期，捕获子组件渲染、生命周期中的错误，展示降级 UI 并上报日志，无法捕获事件处理、异步代码、自身抛出的错误，这类场景需要配合 try/catch、Promise catch 与全局 onerror 事件兜底捕获。,2,web前端开发,React、requestAnimationFrame、async/await、class,技术知识
说说 https 的握手过程,HTTPS 握手基于 TLS 协议，客户端先发送随机数、支持的加密套件列表，服务端返回证书、第二个随机数与选定套件，客户端验证证书后生成预主密钥，用证书公钥加密发给服务端，双方用预主密钥和两个随机数算出会话密钥，后续通信使用对称加密传输数据，完成加密通道建立。,3,web前端开发,React、三次握手、HTTPS,技术知识
HTTP2中，多路复用的原理是什么？,HTTP2 多路复用在同一个 TCP 连接上同时传输多个请求与响应数据流，每个流拆分为帧独立传输，不依赖顺序排队，解决了 HTTP1.1 队头阻塞问题，同一域名只需一个连接，减少握手开销，提升传输效率与并发能力。,3,web前端开发,React、HTTP,技术知识
说说你对“三次握手”、“四次挥手”的理解,三次握手是 TCP 建立连接的过程，客户端发送同步包，服务端回复确认同步包，客户端再发送确认包，确保双方收发能力正常；四次挥手是断开连接的过程，一方发结束包，对方确认，对方再发结束包，本方最后确认，保证数据传输完毕再关闭连接。,4,web前端开发,React、三次握手、四次挥手、TCP,技术知识
如何确保你的构造函数只能被new调用，而不能被普通调用？,在构造函数中判断是否为 new 调用，通过检查 this 是否为构造函数实例，或使用 new.target 判断，非 new 调用时直接抛出错误，强制只能通过 new 关键字实例化，避免普通调用导致异常。,3,web前端开发,React、原型链、this,技术知识
为什么推荐将静态资源放到cdn上？,CDN 拥有分布式节点，可就近访问，降低延迟，提升加载速度，同时分担源站带宽压力，缓解流量峰值，具备缓存加速、故障自动切换、抗 DDoS 能力，还能优化浏览器并发请求限制，适合静态资源分发。,3,web前端开发,React、接口、缓存,技术知识
Vue2.0为什么不能检查数组的变化，该怎么解决？,Vue2 基于 Object.defineProperty 实现响应式，无法监听数组下标修改与 length 变更，只能拦截数组方法，解决方式是使用 push、pop、splice 等变异方法，或通过 Vue.set、this.$set 修改指定下标，也可直接替换新数组触发更新。,2,web前端开发,React、Object.defineProperty、Proxy、HTTPS,技术知识
说说Vue 页面渲染流程,Vue 先解析模板生成 AST 抽象语法树，再转换为渲染函数，执行渲染函数生成虚拟 DOM，通过 Diff 算法对比新旧虚拟 DOM，最小化更新真实 DOM，完成渲染与视图更新。,4,web前端开发,React、响应式原理、watch、响应式,技术知识
请简述 == 的机制,== 是宽松相等比较，会先进行类型隐式转换，再比较值，规则为 null 与 undefined 相等，对象与原始值比较时对象转为原始值，数字与字符串比较转为数字，布尔值先转为数字再比较，最终判断值是否相等。,2,web前端开发,React、继承,技术知识
怎么做移动端的样式适配？,移动端适配常用 rem、vw/vh、flex 布局与媒体查询，以设计稿为基准设置根字体大小，用 rem 做单位，或直接使用 vw 按视口比例适配，配合 postcss 插件自动转换单位，实现多设备屏幕自适应。,3,web前端开发,React、媒体查询、Flexbox、响应式,技术知识
说说sourcemap的原理？,Sourcemap 记录压缩混淆后代码与源码的映射关系，包含文件路径、位置对应、变量名映射，浏览器通过它将报错位置还原为源码位置，方便调试压缩后的代码。,2,web前端开发,React、Source Map、HTTP、HTTPS,技术知识
vue中computed和watch区别？,computed 是计算属性，依赖缓存，只有依赖变化才重新计算，适合数据派生与模板使用；watch 是监听回调，监听数据变化执行副作用，支持异步操作，适合数据变化后处理逻辑或发送请求。,2,web前端开发,React、双向绑定、computed、watch,技术知识
什么是DNS劫持？,DNS 劫持是篡改域名解析结果，将正常域名指向恶意或错误 IP，导致用户访问虚假页面、广告或窃取信息，破坏正常解析流程，危害访问安全。,2,web前端开发,React、TCP、HTTP、DNS,技术知识
爬楼梯,爬楼梯问题是经典动态规划，每次可爬 1 或 2 阶，第 n 阶方法数等于第 n-1 阶加第 n-2 阶方法数，递推公式为 dp[n]=dp[n-1]+dp[n-2]，初始 dp[1]=1、dp[2]=2，可迭代或递归求解。,5,web前端开发,React、动态规划、时间复杂度、空间复杂度,技术知识
怎么实现图片懒加载？,图片懒加载先将真实地址存在 data-src，src 用占位图，监听 scroll、resize 事件，判断图片进入视口后将 data-src 赋值给 src，也可使用 IntersectionObserver  API 实现更高效监听。,4,web前端开发,React、HTTP、懒加载、DOM,场景题
HTTP 报文结构是怎样的？,HTTP 报文分为请求报文与响应报文，都包含起始行、请求/响应头、空行、消息体，请求行含方法、路径、版本，响应行含版本、状态码、描述，头部为键值对，消息体存放传输数据。,2,web前端开发,React、TCP、HTTP,技术知识
如果使用Vue3.0实现一个 Modal，你会怎么进行设计？,Vue3 实现 Modal 使用 Teleport 挂载到 body 避免层级问题，用 defineProps 接收显示状态、标题、内容，defineEmits 派发关闭事件，组合式 API 管理状态与逻辑，支持插槽自定义内容，配合过渡动画提升体验。,2,web前端开发,React、class、JSX、import,场景题
js中数组是如何在内存中存储的？,JS 数组并非连续内存，是哈希表结构，可存储不同类型元素，索引为字符串属性，稀疏数组会浪费空间，V8 引擎对稠密数组优化为连续内存存储，提升访问效率。,4,web前端开发,React、垃圾回收、Symbol、链表,技术知识
setTimeout 为什么不能保证能够及时执行？,setTimeout 是宏任务，需等待主线程同步代码执行完毕，再从任务队列按顺序执行，若主线程阻塞、任务过多或定时器嵌套过深，会导致回调延迟执行，无法保证准时触发。,3,web前端开发,React、Event Loop、线程,技术知识
说说对 TypeScript 中命名空间与模块的理解？区别？,命名空间用于组织内部代码，避免全局污染，使用 namespace 定义，通过 export 暴露成员；模块是文件级别的独立作用域，基于 import/export，支持依赖管理与按需加载，适用于项目代码拆分。,3,web前端开发,React、接口、namespace、class、TypeScript,技术知识
说说你对 typescript 的理解？与 javascript 的区别？,"TypeScript 是 JavaScript 的超集，增加静态类型、接口、泛型、枚举等特性，编译为 JS 运行，支持类型检查与智能提示，提升代码可维护性与健壮性，区别在于 JS 是动态类型，TS 是静态类型，编译期检查错误。
要不要我把**全部 React + JS + Vue + TS 题目**按你要的格式整理成**可直接导入的题库 TXT**？当前文件内容过长，豆包只阅读了前 20%。",3,web前端开发,React、类型推断、泛型、接口、TypeScript,技术知识
,,,,,
