题目,答案要点,难度,相关岗位,标签,题目类型
C#中struct为什么不能继承其他struct或class？这个限制有什么设计上的考量？,设计原因：struct是值类型，继承会破坏值类型内存布局的固定性和sizeof的确定性。若允许继承，虚方法表和多态会导致struct大小不确定，与直接嵌入栈的值语义矛盾。值类型复制时按固定大小memcpy，继承会导致对象切片问题。虽然struct不能继承class/struct，但可以实现接口（不过通过接口引用访问会产生装箱）。结论：如果需要多态用class；如果是轻量数据容器不需要多态，用struct。,2,Unity客户端开发,综合,技术知识
C#中struct能否实现接口？通过接口引用使用struct时需要注意什么？,"struct可以实现接口。但注意：当通过接口引用访问struct时会发生装箱（boxing）——struct被复制到堆上包装成object，产生GC分配。频繁通过接口使用struct会产生大量短命堆对象。解决方案：C#7.2的in参数可只读引用传递struct而无装箱；where T : struct, IInterface泛型约束可在不装箱情况下调用接口方法。Unity中IJobParallelFor等Job System接口要求struct实现，此时不产生装箱。",2,Unity客户端开发,接口与抽象类,技术知识
C#中struct成员为什么不能使用abstract、virtual或protected修饰符？,原因：(1)abstract要求子类实现，但struct不支持继承，无意义；(2)virtual用于运行时多态，但struct不进虚函数表体系；(3)protected依赖继承语义，struct无继承关系。这三个修饰符与值类型的设计哲学矛盾：struct是密封的数据容器，其性能优势来自于编译期固定布局和无多态开销。struct成员仍可以使用public/private/internal等访问控制修饰符。,2,Unity客户端开发,综合,技术知识
C#中用new创建struct实例与不用new直接声明有什么区别？,用new MyStruct()：调用指定构造函数，所有字段初始化完毕，可直接使用。不用new（MyStruct s;声明）：不调用构造函数，字段处于未赋值状态，必须在使用前手动为每个字段赋值，否则编译器报错。与class的区别：class的new在堆上分配对象；struct的new只是在当前位置（栈或父对象内）原地初始化，没有额外堆分配。实践建议：用new初始化更安全方便；用default(T)进行零初始化也是合法的。,2,Unity客户端开发,综合,技术知识
不使用new创建C#结构体变量时，必须满足什么条件才能使用该变量？,"必须条件：在使用struct变量（或其任何成员）之前，必须手动显式赋值所有字段（C#编译器要求definite assignment）。如果遗漏任何字段，编译器报错提示使用了未赋值的局部变量。最简便做法：用default初始化所有字段为零值：MyStruct s = default; 或用有参构造：MyStruct s = new MyStruct(x, y); 这两种方式都可以直接使用变量。",2,Unity客户端开发,综合,场景题
C#中struct变量在什么情况下会被分配到堆上而不是栈上？,struct分配在堆的情况：(1)作为class的字段：包含在引用类型中，跟随class到堆；(2)装箱（boxing）：赋值给接口/object变量时，struct被包装到堆上；(3)数组元素：int[]虽然元素是值类型，但数组本身是引用类型，元素连续存储在堆上的数组对象中；(4)捕获到闭包：局部struct被Lambda捕获时，编译器将其提升到堆上的闭包对象。性能影响：装箱产生GC压力，应尽量避免。Unity ECS/Job System的NativeArray将值类型存于非托管内存，完全绕开GC。,2,Unity客户端开发,内存,技术知识
C#中readonly struct有什么好处？与普通可变struct相比有什么优势？,readonly struct（C#7.2+）所有字段必须是readonly，编译器保证实例不可变。好处：(1)通过in参数传递时编译器可优化为只读引用，避免防御性复制（普通struct通过in传递时编译器仍可能复制以防止修改）；(2)提升代码意图明确性，防止意外修改；(3)线程安全（不可变对象天然线程安全）。与record struct区别（C#10）：record struct提供自动Equals/GetHashCode/ToString，需要readonly record struct才是不可变的。,2,Unity客户端开发,综合,技术知识
什么是C#结构体（struct）？请简述其核心特征和在游戏开发中的典型使用场景？,struct是C#中的值类型，直接存储数据本身（不是引用）。核心特征：值语义（赋值复制）、通常栈上分配、不支持继承（可实现接口）、不可为null（可空值类型除外）。使用场景：(1)轻量级数据容器：Vector3/Color/Rect等坐标和颜色数据；(2)性能敏感场景：大量临时数据结构，避免堆分配和GC；(3)不可变数据：readonly struct强调不变性；(4)Unity DOTS：Job System要求用struct实现IJob/IJobParallelFor。选择指南：数据小、值语义、不需要继承→考虑struct；需要继承/多态/大型复杂状态→用class。,1,Unity客户端开发,综合,技术知识
Unity中Transform组件存储位置/旋转/缩放的属性类型是struct还是class？这对开发有何影响？,Transform组件本身是class（继承自Component），但它暴露的position/rotation/localScale属性类型是Vector3（struct）和Quaternion（struct）。影响：(1)transform.position返回Vector3值类型副本，修改副本不影响Transform——必须重新赋值整体：transform.position = newPos；不能这样写：transform.position.x = 1f（这是编译器警告的经典错误）；(2)每次访问transform.position都拷贝Vector3，频繁访问时可缓存：Vector3 pos = transform.position；(3)Quaternion.eulerAngles同理，需整体赋值。,2,Unity客户端开发,综合,技术知识
C#中如何定义和使用泛型类？请说明泛型类型约束（where子句）的常见用法？,泛型类定义：class Container<T> { private T _value; public void Set(T v){ _value=v; } public T Get(){ return _value; } }。类型约束：where T : class（引用类型）、where T : struct（值类型）、where T : new()（可无参实例化）、where T : IDisposable（实现接口）、where T : BaseClass（继承关系）。在Unity中的应用：对象池ObjectPool<T>、单例基类Singleton<T>、泛型事件系统EventDispatcher<T>。好处：类型安全+性能（无装箱）+代码复用。,2,Unity客户端开发,综合,技术知识
C#中如何定义泛型方法？泛型方法与泛型类在语法和使用上有何区别？,"泛型方法定义：在普通类中定义，类型参数附在方法名后。示例：public T Clamp<T>(T value, T min, T max) where T : IComparable<T> { ... }。调用：int result = Clamp(5, 0, 10)（类型推断）或Clamp<int>(5, 0, 10)（显式指定）。与泛型类区别：泛型类在整个实例生命周期共享类型参数；泛型方法每次调用时独立指定类型。在Unity中：GetComponent<T>()就是泛型方法；自定义工具类的 T FindAsset<T>(string name) 等查找方法。",2,Unity客户端开发,综合,技术知识
C#中泛型接口有什么用途？请说明IEnumerable<T>、IComparable<T>等泛型接口的设计意义？,泛型接口提供类型安全的多态契约，避免装箱。IComparable<T>比非泛型IComparable更高效（int比较不装箱）；IEnumerable<T>支持foreach和LINQ，是集合类的核心接口；IEquatable<T>提供类型安全的相等比较。自定义泛型接口示例：interface IRepository<T> { T GetById(int id); void Save(T entity); }。与非泛型接口区别：泛型接口类型安全无需强转；可以有多个具体化实现。Unity中Job System的IJob是非泛型接口（struct实现）。,2,Unity客户端开发,接口与抽象类,技术知识
C#中最常用的泛型集合类有哪些？请分别说明其适用场景和时间复杂度？,"常用泛型集合：(1)List<T>：动态数组，O(1)随机访问，O(n)中间插删，适合顺序存储和遍历；(2)Dictionary<TKey,TValue>：哈希表，O(1)查找/插删，适合按键快速查找；(3)HashSet<T>：哈希集合，O(1)Contains，适合去重；(4)Queue<T>：FIFO队列，O(1)入出队，适合消息队列和BFS；(5)Stack<T>：LIFO栈，O(1)压弹，适合DFS；(6)LinkedList<T>：双向链表，O(1)已知节点的插删，适合频繁中间增删。Unity中最常用的是List<T>和Dictionary，避免在热路径中频繁创建新集合实例。",2,Unity客户端开发,综合,技术知识
什么是泛型缓存？请说明在Unity中如何利用泛型静态类实现按类型分桶的高效缓存？,"泛型缓存利用泛型类的静态字段在不同类型参数间独立存在的特性，实现按类型自动分离的缓存。示例：static class TypeId<T> { public static readonly int Value = _nextId++; }，不同T获得不同ID，O(1)访问无Dictionary开销。在Unity中的应用：(1)Component缓存：ComponentCache<T>按类型存储GetComponent结果；(2)对象池：ObjectPool<T>为每种类型维护独立池；(3)消息系统：按消息类型分桶的事件分发。好处：编译期类型安全，运行时O(1)分桶，无需Dictionary<Type,>的哈希开销。",3,Unity客户端开发,综合,技术知识
请说明工厂模式在Unity游戏开发中的典型应用，并说明简单工厂、工厂方法、抽象工厂的区别？,工厂模式封装对象创建逻辑，使调用方依赖接口而非具体类。区别：简单工厂（switch分支，一个Create方法创建所有类型）；工厂方法（每种类型一个Factory子类，扩展时加新类不改旧代码）；抽象工厂（创建关联一组对象，如不同皮肤的全套UI）。Unity应用：技能工厂ISkill SkillFactory.Create(SkillType type)；UI工厂IPanel UIFactory.CreatePanel(PanelType type)；ScriptableObject作为配置驱动的工厂，每种类型对应一个SO资产，易于策划配置，是Unity中常见且优雅的做法。,2,Unity客户端开发,综合,技术知识
C#反射在运行时查找和调用方法会有性能问题，有哪些常见的优化方案？,反射的主要性能瓶颈：Type.GetMethod等查找操作比直接调用慢约100倍；MethodInfo.Invoke需要装箱/拆箱，有额外堆分配。优化方案：(1)缓存MethodInfo/FieldInfo：只查找一次，后续复用；(2)用委托包装：Delegate.CreateDelegate将MethodInfo转为强类型委托，后续调用几乎无开销；(3)表达式树（Expression<T>）：编译为IL后性能接近直接调用；(4)IL Emit生成动态方法；(5)Unity中：IL2CPP（AOT）下反射某些操作受限，应在初始化阶段完成反射查找并缓存结果。,4,Unity客户端开发,综合,技术知识
C#反射能访问类的private成员吗？在Unity IL2CPP中使用反射访问私有成员有哪些注意事项？,"可以，通过指定BindingFlags访问私有成员：type.GetField(fieldName, BindingFlags.NonPublic | BindingFlags.Instance)。同样适用于私有方法、属性和构造函数。Unity IL2CPP注意事项：(1)需通过link.xml或[Preserve]特性告诉编译器保留对应成员，否则被strip（代码裁剪）；(2)IL2CPP下某些反射操作（如Reflection.Emit）不支持；(3)反射绕过了访问修饰符的设计意图，应仅用于框架/序列化/调试，不要滥用于业务逻辑；(4)WebGL平台对反射有额外限制。",3,Unity客户端开发,综合,技术知识
C#中反射（Reflection）与dynamic关键字有什么区别？各自适合什么应用场景？,反射：显式通过Type/MethodInfo等API在运行时查找成员，代码冗长但灵活，可访问私有成员，性能较差。dynamic：编译器将操作推迟到运行时通过DLR解析，语法简洁，只能访问公共成员，性能也差于静态绑定。场景对比：反射→框架/序列化/ORM/Unity Inspector序列化/编辑器工具；dynamic→与COM/Python互操作、JSON动态解析。Unity注意：IL2CPP对dynamic支持有限，WebGL不支持DLR，建议用泛型代替dynamic；反射需要[Preserve]防止代码strip。,2,Unity客户端开发,综合,技术知识
请说明C#反射中最核心的几个类（Assembly、Type、MethodInfo等）各自的职责？,核心类职责：(1)Assembly：代表.dll/.exe程序集，用于加载和枚举其中的类型；(2)Type：最核心类，代表一个具体类型，可获取成员信息、特性、基类等；(3)ConstructorInfo：构造函数信息，通过Invoke动态实例化；(4)MethodInfo：方法信息，通过Invoke动态调用，可转委托加速；(5)FieldInfo/PropertyInfo：字段/属性的读写；(6)Attribute相关：GetCustomAttributes获取自定义标记，常用于框架和Unity编辑器。典型获取路径：typeof(MyClass)或obj.GetType() → 通过Type获取其他Info对象。,2,Unity客户端开发,综合,技术知识
请描述使用C#反射进行动态类型查找和方法调用的典型工作流程？,"典型流程：(1)获取Type：typeof(T)、obj.GetType()或Type.GetType(""命名空间.类名"")；(2)跨Assembly时加载：Assembly.Load(""MyLib"")然后GetType；(3)获取成员：MethodInfo m = t.GetMethod(""MethodName"", BindingFlags.Public|BindingFlags.Instance)；(4)实例化（若需要）：Activator.CreateInstance(t)；(5)调用：m.Invoke(instance, new object[]{arg1, arg2})；(6)缓存结果（性能优化）：将MethodInfo或转换后的委托缓存为静态字段。Unity应用：Plugin动态加载、自定义序列化、编辑器工具反射查找MonoBehaviour子类。",2,Unity客户端开发,综合,技术知识
请说明C#中异常（Exception）的类型层次结构，以及如何正确设计try-catch-finally结构？,Exception是C#错误处理的核心，类型层次：Exception（根）→SystemException（系统级）→NullReferenceException/ArgumentException/InvalidOperationException等；应用层建议直接继承Exception。设计原则：catch按从具体到通用顺序（子类优先）；finally无论是否异常都执行（释放资源）；throw（无参数）保留原始StackTrace，throw ex重置StackTrace；C#6的异常过滤器：catch (SpecificEx ex) when (ex.Code > 0) {}。原则：只catch能处理的异常；不要用异常做流程控制；using语句是try-finally的语法糖。,2,Unity客户端开发,综合,技术知识
Unity开发中有哪些最常见的异常类型？各自通常是什么原因导致的？,Unity常见异常：(1)MissingReferenceException：引用的对象已被Destroy但仍通过旧引用访问；(2)NullReferenceException：组件未在Inspector赋值，或GetComponent()返回null；(3)IndexOutOfRangeException：数组/List越界访问；(4)InvalidOperationException：foreach中修改集合；(5)StackOverflowException：无限递归；(6)UnassignedReferenceException：Inspector中序列化字段未赋值；(7)ArgumentException：API参数非法。预防习惯：使用?.运算符、TryGetValue、CompareTag替代tag==比较。,2,Unity客户端开发,综合,技术知识
请描述C#中try-catch-finally语句的执行流程，以及各块的执行时机？,执行流程：(1)进入try块正常执行；(2)若抛出异常→查找匹配catch块（按顺序，子类优先）→执行匹配的catch块；(3)无论是否发生异常，finally块必定执行（用于释放资源）；(4)若所有catch不匹配，异常继续传播，但finally仍执行。特殊情况：try中有return→finally在return前执行；catch内再throw→finally执行后继续传播；Environment.FailFast()则finally不执行。重要原则：不要catch(Exception)后什么都不做（吞掉异常）；不要用异常控制正常流程（有性能开销）。,2,Unity客户端开发,综合,技术知识
Unity开发中有哪些常用的防御性编程和异常处理技巧？,常用技巧：(1)Null安全：component?.DoSomething()、if(obj == null) return；(2)MissingReference防御：销毁前置null，OnDestroy中取消事件订阅；(3)TryGet模式：Dictionary.TryGetValue避免KeyNotFoundException；(4)参数验证：方法入口检查参数，快速失败；(5)全局异常捕获：Application.logMessageReceived捕获未处理异常记录崩溃日志；(6)异步异常：协程中的异常不被外部try-catch捕获，用async/await可以；(7)关键初始化用try-catch保护，避免一个对象初始化失败影响整个场景。,2,Unity客户端开发,综合,技术知识
如何在Unity中自定义业务逻辑异常类？请给出规范的实现示例？,"自定义异常继承Exception：public class GameConfigException : Exception { public string ConfigKey; public GameConfigException(string key, string msg) : base(msg) { ConfigKey = key; } public GameConfigException(string key, string msg, Exception inner) : base(msg, inner) { ConfigKey = key; } }。最佳实践：(1)提供带message、带message+inner的构造函数；(2)命名以Exception结尾；(3)添加业务相关属性字段；(4)考虑Result<T>模式代替异常做预期错误处理。",3,Unity客户端开发,综合,场景题
在Unity中如何预防和处理MissingReferenceException？有哪些推荐的编程模式？,预防措施：(1)Destroy前主动将引用置null，或发送事件通知订阅者；(2)使用if(obj != null)前置检查（Unity重写了==运算符，正确识别已销毁对象）；(3)OnDisable/OnDestroy中取消事件订阅和回调；(4)使用WeakReference不阻止GC；(5)用bool标志位_isDestroyed在OnDestroy中标记。注意：?.运算符在Unity对象上不走Unity的==重写，可能不能正确识别已销毁对象。检测方法：Unity Console的StackTrace定位；Memory Profiler检查已销毁对象的残余引用。,3,Unity客户端开发,综合,技术知识
try-catch语句会影响C#执行性能吗？在Unity项目中应如何合理使用？,性能影响：正常情况下（未抛出异常），现代JIT编译的try-catch开销极小（近乎零）；抛出并捕获异常时开销很大（需构建StackTrace，约数万纳秒）。在Unity中的建议：(1)不要在Update等热路径中用try-catch控制正常流程；(2)初始化、加载、网络请求等不敏感路径可正常使用；(3)IL2CPP平台上异常开销更高，尤其WebGL；(4)用TryXxx/out模式替代可预期的异常；(5)Editor和Debug工具代码中可较宽松使用。,2,Unity客户端开发,综合,技术知识
如何在Unity中实现全局异常处理和崩溃日志上报？,实现方式：(1)Application.logMessageReceived：接收所有Debug.Log/Error/Assert消息包括未捕获异常；(2)注册处理器接收LogType.Exception类型消息；(3)配合Application.quitting做最终日志刷盘。商业实践：集成Firebase Crashlytics/Sentry等SDK自动收集符号化崩溃报告；本地先写入persistentDataPath，下次启动上传；区分Editor/Development Build与Release Build的处理逻辑。,3,Unity客户端开发,综合,场景题
请说明C#中同步与异步执行的区别，以及async/await的底层状态机实现原理？,同步：方法调用阻塞当前线程直到完成；异步：方法立即返回，通过回调/await机制在完成时继续执行。async/await底层：编译器将async方法转换为状态机类，每个await点对应一个状态；await不阻塞线程而是将continuation注册到awaitable，当awaitable完成时恢复状态机继续执行。重要：async/await默认在同一SynchronizationContext恢复（Unity主线程），不等于多线程。在Unity中：主线程的async方法await后回主线程；Task.Run在线程池执行，但操作Unity API需回主线程。,4,Unity网络/Gameplay客户端,网络,技术知识
请说明C# async/await编译后的状态机原理，以及每次await后是否保证回到原来的线程？,编译器将async方法转换为：(1)状态机struct实现IAsyncStateMachine；(2)MoveNext()方法包含原方法逻辑，按await分割成状态；(3)每个await使GetAwaiter().OnCompleted(continuation)注册回调；(4)awaitable完成时调用continuation恢复状态机。是否回原线程：取决于SynchronizationContext；Unity主线程上的async方法会回到Unity主线程；使用ConfigureAwait(false)则不捕获Context，可能在线程池线程恢复；Task.Run里的await通常在线程池恢复。,4,Unity客户端开发,综合,技术知识
C#中async/await是Unity异步编程的推荐方案之一，请说明在Unity中正确使用的注意事项？,使用注意：(1)async方法中对象销毁后访问Unity API会报错——await后检查if(this == null) return；(2)不要用async void（除UI事件处理器），用async Task以便调用方处理异常；(3)Task.WhenAll并发等待多个独立操作；(4)UniTask（Cysharp）替代System.Task可实现零GC且与Unity生命周期集成；(5)CancellationToken传递支持提前取消；(6)async Task在协程中无法直接使用，需要包装或统一用async。,2,Unity客户端开发,综合,技术知识
C#的async/await与Unity的协程（Coroutine）有何本质区别？各自适用什么场景？,本质区别：(1)协程基于IEnumerator，由Unity主线程调度，只能在MonoBehaviour上启动；async/await基于状态机，可在任意类中使用；(2)协程无法返回值或传递异常；async Task可返回值和传播异常；(3)协程异常静默失败；async的异常可被try-catch捕获；(4)取消协程用StopCoroutine；async用CancellationToken。适用场景：协程→简单时序控制、与Unity生命周期深度集成；async/await→网络请求、文件IO、复杂异步流程；UniTask两者兼备，推荐新项目使用。,3,Unity客户端开发,协程,技术知识
C#中Task.Run如何在Unity项目中安全使用？将计算移到后台线程有哪些注意事项？,Task.Run用途：将CPU密集型计算（寻路、大量数据处理）移到线程池，避免阻塞主线程。安全使用：await Task.Run(() => { /* 不能访问Unity API，只做纯计算 */ return HeavyCompute(); }); /* await后回到主线程 */。注意事项：(1)lambda内不能访问UnityEngine.Object及其衍生；(2)可传入值类型参数或克隆的数据；(3)注意闭包捕获引用类型可能产生竞争；(4)WebGL不支持真正多线程；(5)Unity的Job System/Burst是更推荐的性能计算方案。,2,Unity客户端开发,综合,技术知识
什么是UniTask？它相比System.Task在Unity开发中有哪些主要优势？,UniTask是Cysharp开发的Unity专用异步库。主要优势：(1)零GC分配：通过值类型状态机实现，避免System.Task的堆分配；(2)Unity生命周期集成：UniTask.DelayFrame()、WaitForEndOfFrame()等原生等待Unity时序；(3)取消令牌与生命周期绑定：GetCancellationTokenOnDestroy()自动绑定MonoBehaviour生命周期；(4)AsyncOperation支持：AssetBundle/SceneManager等Unity异步API的无缝await；(5)比协程更强的错误传播和返回值支持。适用：中大型Unity项目的异步管理首选，尤其是关注GC和性能的场景。,3,Unity客户端开发,综合,技术知识
请说明EAP（基于事件的异步模式）与现代TAP（Task-based Async Pattern）的区别，Unity网络请求推荐哪种方式？,EAP（Event-based Asynchronous Pattern）是.NET 2.0时代的异步模式，通过事件回调通知异步完成，存在回调地狱、难取消、异常处理麻烦等问题。TAP（Task-based Async Pattern，即async/await）是现代C#推荐方式，代码线性可读，支持取消和错误传播。Unity网络请求推荐：使用UnityWebRequest配合协程（兼容老代码）或async/await（新项目首选）；商业项目推荐UniTask + UnityWebRequest实现零GC异步网络请求。避免使用旧版WWW类（已废弃）和EAP模式。,2,Unity客户端开发,网络,技术知识
异步加载Unity资源时，如何防止因对象已销毁导致的MissingReferenceException？,防止策略：(1)CancellationToken绑定生命周期：UniTask的GetCancellationTokenOnDestroy()或在OnDestroy中Cancel；(2)加载完成后检查对象是否有效：if(this == null || gameObject == null) return；(3)Addressables句柄管理：在OnDestroy中Release异步操作句柄；(4)状态标志：private bool _isDestroyed; void OnDestroy(){ _isDestroyed = true; }。UniTask的WithCancellation(gameObject.GetCancellationTokenOnDestroy())是最优雅的解决方案，自动在对象销毁时取消异步操作。,3,Unity客户端开发,综合,技术知识
在游戏开发中，如何优化伤害计算等高频逻辑以避免过多的异步开销？,高频逻辑优化策略：(1)本地计算移出异步：伤害公式是纯计算，应放主线程同步执行或Job System，不需要async；(2)批处理：将多个伤害请求合并为一批一次性处理（ECS思想）；(3)避免每帧await：将计算结果缓存，只在状态变化时更新；(4)Job System/Burst：Unity推荐的并行计算方案，数据驱动，无GC；(5)预计算：角色属性变化时预计算DPS等导出值，事件驱动更新而非每帧计算；(6)帧平摊：将批量计算分散到多帧。结论：真正需要async的是IO/网络，CPU密集型计算用Job System更合适。,3,Unity客户端开发,综合,场景题
C#中async/await会创建新线程吗？请澄清这个常见误解？,async/await不创建新线程。async/await是语法糖，将方法编译为状态机；await一个未完成的Task时，当前线程继续执行其他工作，而不是阻塞也不是创建线程。线程使用取决于awaitable本身：I/O操作完成时回调可能在I/O线程或线程池线程恢复；Task.Run()才真正将工作调度到线程池；Unity主线程上的async方法await后默认回主线程（Unity的SynchronizationContext捕获）。总结：async/await是协程机制，不是多线程机制；多线程需要Task.Run，大数据并行计算用Job System。,2,Unity客户端开发,综合,技术知识
请说明async/await异步编程中常用的性能优化方案有哪些？,优化方案：(1)UniTask/ValueTask替代Task，减少堆分配；(2)ConfigureAwait(false)：库代码中避免捕获SynchronizationContext，减少上下文切换；(3)Task.WhenAll并行化多个独立操作，比顺序await快N倍；(4)避免async void（除事件处理器），用async Task便于组合和错误处理；(5)CancellationToken支持提前取消，避免浪费；(6)避免高频短生命期async方法（每次有状态机分配开销）。,3,Unity客户端开发,综合,技术知识
Unity异步编程中为什么不能在非主线程访问Unity API？有哪些跨线程回调的处理方案？,"Unity API设计为单线程（主线程）访问，底层C++没有线程安全保护，非主线程访问会导致数据竞争、崩溃等不可预期行为。跨线程回调处理方案：(1)SynchronizationContext：获取主线程的context，用_mainThreadContext.Post(callback, data)回主线程执行；(2)UniTask：await后自动在Unity主线程恢复；(3)消息队列：线程将结果写入ConcurrentQueue，主线程Update中消费；(4)Job System：Unity提供的线程安全并行计算，通过Schedule/Complete机制归并结果；(5)只在Task.Run中做纯数据计算，结果在await后主线程处理。",3,Unity客户端开发,综合,技术知识
在async/await异步方法中如何进行规范的异常处理？有哪些常见坑？,关键规则：(1)async Task方法中的异常被捕获到返回的Task中，需要await才能观察到；(2)async void的异常无法被外部catch；(3)标准模式：try { await SomeOperation(); } catch (OperationCanceledException) { /* 取消是正常情况 */ } catch (Exception ex) { Debug.LogError(ex); }；(4)Task.WhenAll失败时只传播第一个异常，需遍历所有task.Exception查看全部失败；(5)Unity协程中的异常无法传播，async Task可以；(6)不要静默吞掉异常，至少记录日志。,3,Unity客户端开发,综合,技术知识
请说明C#中引用类型和值类型在内存布局上的具体区别？,值类型内存布局：数据直接内联存储，作为局部变量时在栈上（或寄存器优化），作为类字段时内联在类对象的堆内存中。引用类型内存布局：栈上存储8字节（64位）指针，堆上对象包括：对象头（类型指针+SyncBlock，16字节）然后是字段数据。内存占用：值类型==sizeof(T)；引用类型最小开销16字节对象头+字段大小，且有堆分配。Unity ECS的Component是struct，追求内存紧凑连续（SoA布局），CPU缓存友好，比class随机堆分配快很多——这是DOTS性能优势的核心原因之一。,3,Unity客户端开发,内存,技术知识
请解释C# CLR（公共语言运行时）是什么？在Unity开发中它与Mono和IL2CPP有什么关系？,CLR（Common Language Runtime）是.NET的运行时环境，职责：JIT编译（IL→机器码）、内存管理（GC）、类型系统、异常处理、线程管理。在Unity中的演变：早期Unity用Mono（开源CLR实现，支持JIT）；现代Unity用IL2CPP——将IL预编译为C++再编译为原生代码（AOT），避免iOS平台的JIT限制，性能更好。IL2CPP的影响：反射和dynamic某些特性受限；Managed代码仍由Boehm GC管理；非托管资源（Native Plugin/图形资源）在CLR管理外，需手动Destroy。,2,Unity客户端开发,综合,技术知识
C#中GC（垃圾回收）在什么条件下触发？开发者能否手动控制GC时机？,GC触发条件：(1)第0代堆满时自动触发；(2)系统内存压力时触发；(3)Finalizer队列积压；(4)显式调用GC.Collect()。开发者控制手段：GC.Collect()强制回收（性能开销大，慎用）；GC.SuppressFinalize(obj)阻止Finalizer（Dispose模式中使用）；GC.AddMemoryPressure告知GC非托管内存占用。Unity建议：在加载/过渡时机主动清理：yield return Resources.UnloadUnusedAssets(); GC.Collect()；游戏玩法期间尽量减少分配、启用Incremental GC（2019+）减少停顿。,2,Unity客户端开发,GC,技术知识
请说明Mono和IL2CPP在Unity中的主要区别，以及各自的适用场景？,Mono：开源.NET实现，使用JIT即时编译，支持动态代码执行（某些热更新/反射方案需要JIT），调试方便，iOS上用AOT模式。IL2CPP：Unity自研，将IL转为C++再编译为原生代码，无JIT，性能更好（尤其是数值计算），包体略大，不能运行时生成代码（限制某些热更新方案）。选择指南：移动/主机发布→IL2CPP（性能+合规）；快速迭代调试→Mono；热更新方案依赖JIT的用Mono+HybridCLR；iOS只能IL2CPP/Mono-AOT。Unity 2020+默认IL2CPP。,2,Unity客户端开发,综合,技术知识
什么是托管资源与非托管资源？在Unity中应如何分别管理它们？,托管资源：由CLR/GC管理生命周期的C#对象（类实例、数组、字符串等），不再被引用时自动回收。非托管资源：不在GC管理范围内（文件句柄、网络连接、原生内存等），必须显式释放，否则泄漏。Unity资源的特殊性：GameObject/Texture/Mesh等继承自UnityEngine.Object，有独立的C++层对象；C#引用只是包装，即使C#引用被GC，C++层资源不自动释放，必须调用Destroy()。资源管理：实现IDisposable接口；using语句自动调用Dispose；Unity资源用Resources.UnloadUnusedAssets()或AssetBundle.Unload(true)批量卸载。,2,Unity客户端开发,内存,技术知识
什么是强引用和弱引用？弱引用（WeakReference）在Unity开发中有哪些典型应用？,强引用：普通对象引用，只要存在就不会被GC回收。弱引用（WeakReference<T>）：不阻止GC回收，对象可能随时被回收，通过TryGetTarget检查存活状态。Unity中的应用：(1)观察者模式：事件订阅者通过弱引用持有，订阅者销毁后自动失效（防止内存泄漏）；(2)可再现缓存：资源缓存中使用弱引用，内存不足时自动释放；(3)防止循环引用。用法：var weak = new WeakReference<Player>(player); if(weak.TryGetTarget(out var p)) { p.DoSomething(); }。注意：Unity对象是否销毁应优先用obj == null检查（Unity重写了==运算符）。,2,Unity客户端开发,综合,技术知识
在哪些具体场景下应该使用弱引用而不是强引用来管理对象生命周期？,适合使用弱引用的场景：(1)可再现的缓存：缓存计算结果/资源，内存不足时GC回收并重新计算/加载；(2)防循环引用：A引用B，B通过弱引用持有A，打破引用环；(3)观察者/监听器：事件系统中订阅者用弱引用，订阅者销毁后自动从列表移除；(4)临时关联数据：为对象附加额外数据但不影响其生命周期。不适合的场景：对象必须存活的长期引用；性能敏感的热路径；生命周期已清晰可控的场景（直接Dispose更好）。,2,Unity客户端开发,综合,行为题
如何检查一个弱引用指向的对象是否仍然存活？请说明TryGetTarget的正确用法？,使用WeakReference<T>.TryGetTarget：if (weak.TryGetTarget(out var target)) { /* target是强引用，此作用域内对象不会被GC回收 */ target.DoSomething(); } else { /* 对象已被GC回收 */ }。注意事项：(1)TryGetTarget成功后获得的是强引用，在使用期间对象不会被回收；(2)不要将TryGetTarget的结果存储到字段（变成强引用）；(3)旧式非泛型WeakReference的IsAlive+Target不是原子性的，TryGetTarget更安全；(4)Unity对象是否销毁应优先用obj == null检查。,2,Unity客户端开发,综合,行为题
什么是ConditionalWeakTable？它与普通Dictionary相比有什么特殊的使用场景？,"ConditionalWeakTable<TKey, TValue>是特殊的键值对集合：键是弱引用（不阻止GC回收），当键对象被GC时，对应的值也自动移除。与Dictionary区别：(1)对键是弱引用，键可被GC，对应entry自动清理，不需要手动Remove；(2)使用引用相等性（不调用GetHashCode/Equals），更安全地用于任意对象；(3)线程安全（内部锁）；(4)不能枚举（无法遍历所有键）。适用场景：为已有对象动态附加额外数据，且数据生命周期跟随对象。例如：在框架中为MonoBehaviour附加元数据而不修改MonoBehaviour类。",2,Unity客户端开发,综合,行为题
C#中垃圾回收（GC）是什么？请说明GC的核心工作原理？,GC是.NET托管内存的自动内存管理器，负责追踪托管堆对象的引用，识别并回收不可达对象占用的内存。核心工作：(1)标记阶段：从根对象（局部变量、静态字段、线程栈）出发遍历引用图，标记所有可达对象；(2)回收阶段：将未标记（不可达）对象的内存标记为可回收；(3)压缩阶段（可选）：移动存活对象填充空隙，减少碎片。Unity中额外点：Unity的Boehm GC是非分代非压缩的；2019+引入Incremental GC将大回收分帧摊平，减少帧率抖动；大量小临时对象是GC压力主因。,2,Unity客户端开发,GC,技术知识
