题目,答案要点,难度,相关岗位,标签,题目类型
【Promise第21题】下面代码的输出是什么？,.then函数中的两个参数。；第一个参数是用来处理Promise成功的函数，第二个则是处理失败的函数。；也就是说Promise.resolve('xxx')的值会进入成功的函数，Promise.reject('xxx')的值会进入失败的函数。,3,web前端开发,JavaScript、Promise,技术知识
给某个资源的链接，如 https://www.baidu.com/index.html ，请实现一个方法，获取该资源的后缀，如 html,本题主要考察字符串相关的方法，实现比较简单，下面列举两个实现方法。,2,web前端开发,JavaScript、HTTPS、var,技术知识
js函数有哪几种声明方式？有什么区别？,函数的声明式写法为：function test(){}，这种写法会导致函数提升，所有通过function关键字声明的变量都会被解释器优先编译，不管声明在什么位置都可以调用它，但是它本身并不会被执行。；函数的表达式写法为：var test = function(){}，这种写法不会导致函数提升，必须先声明后调用，不然就会报错。；函数声明式变量会声明提前 函数表达式变量不会声明提前；函数声明中的函数名是必需的，而函数表达式中的函数名则是可选的。；函数表达式可以在定义的时候直接在表达式后面加()执行，而函数声明则不可以。；自执行函数即使带有函数名，它里面的函数还是属于函数表达式。,3,web前端开发,JavaScript、Token、var、编译,技术知识
如何把一个对象变成可迭代对象？,可迭代对象（Iterable object）是数组的泛化，这个概念是在说任何对象都可以被定制为可在 `for..of` 循环中使用的对象。：value，这是序列中的 next 值；done，如果已经迭代到序列中的最后一个值，则它为 true,3,web前端开发,JavaScript、作用域、箭头函数、Iterator,技术知识
说说你对“立即执行函数”的理解,匿名函数包裹在一个括号运算符中，后面跟一个小括号；匿名函数后面跟一个小括号，整个包裹在一个括号运算符中；函数体后面要有小括号()；函数体必须是函数表达式而不能是函数声明；不必为函数命名，避免了污染全局变量；立即执行函数内部形成了一个单独的作用域，可以封装一些外部无法读取的私有变量；封装变量,3,web前端开发,JavaScript、作用域、var,技术知识
说说你对模块化方案的理解，比如 CommonJS、AMD、CMD、ES Module 分别是什么？,常用于：服务器端，node，webpack；特点：同步/运行时加载，磁盘读取速度快；常用于：不常用，CommonJs的浏览器端实现；异步加载：因为面向浏览器端，为了不影响渲染肯定是异步加载；依赖前置：所有的依赖必须写在最初的依赖数组中，速度快，但是会浪费资源，预先加载了所有依赖不管你是否用到；常用于：不常用，根据CommonJs和AMD实现，优化了加载方式；异步加载；按需加载/依赖就近：用到了再引用依赖，方便了开发，缺点是速度和性能较差；常用于：目前浏览器端的默认标准；特点：静态编译： 在编译的时候就能确定依赖关系，以及输入和输出的变量,3,web前端开发,JavaScript、接口、Webpack、class、模块化,技术知识
谈谈你对浏览器中进程和线程的理解,Browser 进程：浏览器的主进程，唯一，负责创建和销毁其它进程、网络资源的下载与管理、浏览器界面的展示、前进后退等。；GPU 进程：用于 3D 绘制等，最多一个。；第三方插件进程：每种类型的插件对应一个进程，仅当使用该插件时才创建。；浏览器渲染进程（浏览器内核）：内部是多线程的，每打开一个新网页就会创建一个进程，主要用于页面渲染，脚本执行，事件处理等。；GUI 渲染线程：负责渲染浏览器界面，当界面需要重绘（Repaint）或由于某种操作引发回流(Reflow)时，该线程就会执行。；JavaScript 引擎线程：也称为 JavaScript 内核，负责处理 Javascript 脚本程序、解析 Javascript 脚本、运行代码等；事件触发线程：用来控制浏览器事件循环，注意这不归 JavaScript 引擎线程管，当事件被触发时，该线程会把事件添加到待处理队列的队尾，等待 JavaScript 引擎的处理。；定时触发器线程：传说中的 setInterval 与 setTimeout 所在线程，注意，W3C 在 HTML 标准中规定，规定要求 setTimeout 中低于 4ms…,3,web前端开发,JavaScript、事件循环、HTTP、重绘、进程,技术知识
怎么解决canvas中获取跨域图片数据的问题？,"img元素中设置crossorigin属性；图片允许跨域，设置响应头Access-Control-Allow-Origin；使用js方式请求图片资源, 需要避免使用缓存，设置url后加上时间戳，或者http头设置Cache-Control为no-cache；如果使用跨域的资源画到canvas中，并且资源没有使用CORS去请求，canvas会被认为是被污染了, canvas可以正常展示，但是没办法使用toDataURL()或者toBlob()导出数据，见Allowing cross-origin use of images and canvas；在启用CORS请求跨域资源时，资源必须允许跨域，才能正常返回，最简单的方式设置响应头Access-Control-Allow-Origin；图片已经通过img标签加载过，浏览器默认会缓存下来，下次使用js方式再去请求，直接返回缓存的图片，如果缓存中的图片不是通过CORS 请求或者响应头中不存在Access-Control-Allow-Origin，都会导致报错。",3,web前端开发,JavaScript、跨域、Promise、Canvas,技术知识
"说说你对 Iterator, Generator 和 Async/Await 的理解",函数名前要加一个星号；函数内部用 yield 关键字返回值；async 对应的是 *；await 对应的是 yield；Iterator 是一个循环接口，任何实现了此接口的数据都可以被 for of 循环遍历；Generator 是一个可以暂停和继续执行的函数，他可以完全实现 Iterator 的功能，并且由于可以保存上下文，他非常适合实现简单的状态机；Async/Await 就是generator进行异步操作的语法糖,5,web前端开发,JavaScript、Generator、Iterator、Symbol、async/await,技术知识
请对以下数组，根据 `born` 的值降序排列,"Array.prototype.sort() 方法用原地算法对数组的元素进行排序，并返回数组；<span style=""color: rgb(36,91,219); background-color: inherit""arr.sort([compareFunction])</span；这道题在实现上也比较简单，我们直接看实现方法：",2,web前端开发,JavaScript、排序,技术知识
前端怎么实现跨域请求？,1.什么是同源策略及其限制内容？；2.常见跨域场景；2.Nginx代理跨域；3.Node中间件代理跨域；4.WebSocket；5.postMessage；Cookie、LocalStorage、IndexedDB 等存储性内容；DOM 节点,4,web前端开发,JavaScript、同源策略、跨域、localStorage,场景题
如何判断某个字符串长度（要求支持表情）？,大家看到题目，可能首先想到的是 str.length 获取字符串的长度。；其实 JS 中的字符串长度是个奇怪的设定，很多编程语言，获取字符串的长度是得到字节长度，比如一个正常的汉字是两个字节，但在 js 中，'汉'.length 是 1；ES6 里添加了一个东西叫字符串迭代器，还添加了一个东西叫 unicode 正则模式，它们也不能直接统计字符数，而是可以把字符串拆成一个字符的数组，你可以间接的计算出字符个数。；使用字符串的Iterator统计长度，如下例子：,3,web前端开发,JavaScript、Iterator、let、const,技术知识
编程实现温度转换，已知温度转换的关系式是：华氏度＝32＋摄氏度×1.8，现在要求输入摄氏度，输出对应的华氏度，小数保留两位,,2,web前端开发,JavaScript,技术知识
版本号排序,为什么字符串比较能够轻松的实现排序？；比较字符串是比较它们的 Unicode 值；字符串比较法适用范围很小；“大数”加权法；比较npm规则版本号；更多的版本号；大数加权法；循环比较法,2,web前端开发,JavaScript、排序、语义化、const,技术知识
Map 和 WeakMap 有什么区别？,1.传统对象结构；2.Map结构；3.Map的特点；4.什么时候用Map；Map的键可以是任意类型，WeakMap只接受对象作为键，不接受其它类型的值作为键；什么是WeakMap；Map默认情况下不包含任何键，所有键都是自己添加进去的；Map的键可以时任何类型数据，就连函数都可以。,3,web前端开发,JavaScript、原型链、垃圾回收、Symbol、WeakMap,技术知识
Object与Map有什么区别？,使用场景；Object；如果只需要简单的存储key-value的数据，并且key不需要存储复杂类型的，直接用对象；如果该对象必须通过JSON转换的，则只能用对象，目前暂不支持Map；map的阅读性更好，所有操作都是通过api形式去调用，更有编程体验,2,web前端开发,JavaScript、Symbol、Reflect、const,技术知识
一个滚动公告组件，如何在鼠标滑入时停止播放，在鼠标离开时继续等待滑入时的剩余等待时间后播放？,轮播图的定时滚动，一般是使用 setInterval 实现。；可以监听轮播图的 mouseover 和 mouseout 事件，如果 mouseover 被触发，就清除定时轮播，并记录下一次轮播的剩余等待时间xs，如果 mouseout 被触发，就在 xs 的时间后立即进行切换，并且开启定时轮播。；当然其中的细节还比较多，比如 mouseover 的过程中手动切换了轮播图该怎么处理等等。,2,web前端开发,JavaScript,技术知识
非递归遍历二叉树,前序遍历（preorderTraversal）；中序遍历（inorderTraversal）；第一种方法；第二种方法（第一种优化）；后序遍历（postorderTraversal）；第一种方法；第二种方法（逆序思维）；第三种方法（逆序思维的另一种写法）,4,web前端开发,JavaScript、递归、let、const,技术知识
导致页面加载白屏时间长的原因有哪些，怎么进行优化？,二、白屏时间的重要性；三、白屏的过程；四、白屏-性能优化；1.DNS解析优化；2.TCP网络链路优化；3.服务端处理优化；首先，在浏览器地址栏中输入url；浏览器先查看浏览器缓存-系统缓存-路由器缓存，如果缓存中有，会直接在屏幕中显示页面内容,3,web前端开发,JavaScript、三次握手、预加载、Gzip,技术知识
说说你对 pnpm 的了解,嵌套 + 扁平 + pnpm-lock.yaml；硬链接与更高效的复用；包安装速度极快；磁盘空间利用非常高效。,2,web前端开发,JavaScript、JSON、缓存,技术知识
如果使用 Math.random() 计算中奖概率会有什么问题吗？,二、Math.random的安全风险；三、了解getRandomValues方法；语法和使用,2,web前端开发,JavaScript、HTTPS、排序、let,技术知识
如何判断页面是通过PC端还是移动端访问？,二、window.screen，window.innerWidth；三、window.orientation；四、touch 事件；五、window.matchMedia()；六、工具包,2,web前端开发,JavaScript、HTTPS、const,技术知识
怎么使用 js 动态生成海报？,方案二：DOM->svg->canvas->image；方案三：使用NodeJS 调用浏览器方法；绘制阶段：选择希望绘制的 DOM 节点，根据 DOM 的 nodeType 属性调用 canvas 对象的对应 API，将目标 DOM 节点绘制到 canvas 画布（例如对于 img 标签的绘制使用 drawImage 方法)。；导出阶段：通过 canvas 的 toDataURL 或 getImageData 等对外接口，最终实现画布内容的导出。,2,web前端开发,JavaScript、Canvas、接口、DOM,技术知识
怎么把十进制的 0.2 转换成二进制？,"进制转换是比较基础的，如果大家熟悉 js 的 API ，那么会首先想到这两个方法：：十进制转二进制：num.toString(2)；二进制转十进制：parseInt(num, 2)",2,web前端开发,JavaScript,技术知识
map和 filter 有什么区别？,"示例；currentValue：数组元素；index：索引；arr：原数组；thisValue：作为该执行回调时使用，传递给函数，用作 ""this"" 的值；map方法返回的新数组是原数组的映射，何为映射？就是和原数组的长度相同，数值做相应处理。；filter方法返回的值是过滤原数组后的新数组，和原数组长度不同，数值不变。",2,web前端开发,JavaScript、this、let、Map,技术知识
如何获取页面的滚动距离值？,在获取页面滚动距离的高度时候，往往有不同的获取方式，而且不同的属性浏览器支持稍有差别：；pageYOffset：属window对象，IE9+、Firefox、Chrome、Opera均支持该方式获取页面滚动敢赌值，并且会忽略DOCTYPE定义规则。；scrollY：属于window对象，Firefox、Chrome、Opera均支持，IE不支持，忽略DOCTYPE定义规则。；页面如果未定义DOCTYPE文档头，所有浏览器都支持docume.body.scrollTop属性获取滚动高度。,2,web前端开发,JavaScript、var,技术知识
如何顺序执行10个异步任务？,解法2：Array.prototype.reduce；prev：前一个 异步任务（promise）；task：当前的异步任务,3,web前端开发,JavaScript、Promise、let、const,技术知识
遍历一个任意长度的list中的元素并依次创建异步任务，如何获取所有任务的执行结果？,看到这个题目，大家首先想到的是 `Promise.all` 或者 `Promise.allSettled`。：Promise.all；Promise.allSettled,3,web前端开发,JavaScript、Promise、const,技术知识
实现以下转换，合并连续的数字,"本题是一道比较简单的数组处理题目，主要有两个处理步骤：：将超过一个的连续数字元素，合并成 x->y，比如 \[1,2,3,4] 转成 ['1->4']；将非连续的数字元素，转成字符串",2,web前端开发,JavaScript、let、const,技术知识
JQuery中的$(document).ready与window.onload有什么区别？,$(document).ready()是DOM结构绘制完毕后就执行，不必等到加载完毕；jQuery中的写法如下；$(window).load()必须等到页面内包括图片的所有元素加载完毕后才能执行（比如图片和媒体资源，它们的加载速度远慢于DOM的加载速度）加载完成之后才执行。；ready与load执行顺序；两者区别；1.执行时间；window对象表示浏览器中打开的窗口。；window对象可以省略，如:window.console.log()等价于console.log(),2,web前端开发,JavaScript,技术知识
实现一个数字转中文的方法,,2,web前端开发,JavaScript、var,技术知识
如何让Promise.all在抛出异常后依然有效？,方案一；方案二,2,web前端开发,JavaScript、Promise、var、Map,技术知识
什么是同步和异步？,同步 JS 是如何工作的？；调用栈；这里发生了什么?；异步 JS 是如何工作的?；阻塞是什么?；解决办法是什么?；doing some operations on image；requesting network resource,2,web前端开发,JavaScript、Promise、async/await、const,技术知识
介绍一下 setTimeout 的运行机制,"JavaScript 单线程；setTimeout运行机制；所有同步任务都在主线程上执行，形成一个执行栈（Call Stack）；主线程之外，还存在一个""任务队列""（task queue）；一旦""执行栈""中的所有同步任务执行完毕，系统就会读取""任务队列""，看看里面有哪些事件；主线程不断重复上面的第三步。",3,web前端开发,JavaScript、Event Loop、线程,技术知识
"\['1','2','3'].map(parseInt) 的返回值是什么？","数组的map函数，接受三个参数，当前值，当前索引，当前数组。；parseInt接受两个参数，需要转换的字符串，基数（基数取值范围2\~36）；根据上面的两个函数的解释，我们可以发现实际上，上面的['1','2','3'].map(parseInt) 其实就是等价于下面的代码。；如果我们需要返回1，2，3需要怎么办？",2,web前端开发,JavaScript、var、Map,技术知识
怎么预防按钮的重复点击？,前端方案；防止无意识重复点击按钮；按钮点击立马禁用，等响应回来才能继续点击；从根本入手，一招击杀；手速快，不小心双击操作按钮。；很小心的点击了一次按钮，因为请求响应比较慢，页面没有任何提示，怀疑上次点击没生效，再次点击操作按钮。；控制按钮，在短时间内被多次点击，第一次以后的点击无效。；控制按钮，在点击按钮触发的请求响应之前，再次点击无效。,2,web前端开发,JavaScript、this、const、export,技术知识
说说你对JS的模块化方案的了解,何谓模块化？；全局变量；演示项目；Window；IIFE；命名空间；@param {string} id 模块名称；@param {string[]} dependencies 模块所依赖模块的数组,3,web前端开发,JavaScript、作用域、HTTPS、namespace、模块化,技术知识
说说你对 new.target 的理解,new.target属性允许你检测函数或构造方法是否是通过new运算符被调用的。；在通过new运算符被初始化的函数或构造方法中，new.target返回一个指向构造方法或函数的引用；我们可以使用它来检测，一个函数是否是作为构造函数通过new被调用的。,2,web前端开发,JavaScript,技术知识
写一个返回数据类型的函数，要求自定义的类实例化的对象返回定义的类名,获取数据类型；typeof是否能正确判断类型？；instanceof是否能正确判断类型？；null和undefined没有constructor;；Array.isArray()；正则判断；值为null；值为object,2,web前端开发,JavaScript、原型链、继承、const,技术知识
连续 bind()多次，输出的值是什么？,"在Javascript中，多次 bind() 是无效的。；更深层次的原因， bind() 的实现，相当于使用函数在内部包了一个 call / apply ，第二次 bind() 相当于再包住第一次 bind() ,故第二次以后的 bind 是无法生效的。",3,web前端开发,JavaScript,技术知识
new fn与new fn()有什么区别吗？,用 new 创建构造函数的实例时，通常情况下 new 的构造函数后面需要带括号（譬如：new Parent()）。；有些情况下new的构造函数后带括号和不带括号的情况一致，譬如：；但有些情况下new的构造函数后带括号和不带括号的情况并不一致，譬如：；从报错信息来看，new Parent.num执行顺序是这样的：先执行Parent.num，此时返回结果为undefined,2,web前端开发,JavaScript、this,技术知识
ajax、axios、fetch有什么区别？,（2）Fetch；（3）Axios；本身是针对MVC编程，不符合前端MVVM的浪潮；基于原生XHR开发，XHR本身的架构不清晰；不符合关注分离（Separation of Concerns）的原则；配置和调用方式非常混乱，而且基于事件的异步模型不友好。；语法简洁，更加语义化；基于标准 Promise 实现，支持 async/await,3,web前端开发,JavaScript、Promise、async/await、Cookie、Axios,技术知识
postMessage 有哪些使用场景？,"参数说明；子框架传递信息；父框架接收端；data；从其他 window 中传递过来的对象。；origin；source；对发送消息的[<span style=""color: rgb(36,91,219); background-color: inherit"">窗口</span>](https://developer.mozilla.org/en-US/docs/Web/API/Window)对象的引用; 您可以…",3,web前端开发,JavaScript、跨域、HTTP、HTTPS,技术知识
async/await 怎么进行错误处理？,"if (err.type === 'dataA') {；console.log('dataA err is', err)；......",3,web前端开发,JavaScript、Promise、async/await、const,技术知识
将数组的length设置为0，取第一个元素会返回什么？,设置 length = 0 会清空数组，所以会返回 undefined,2,web前端开发,JavaScript,技术知识
CSS动画和JS实现的动画分别有哪些优缺点？,"动画效果比css3动画丰富,有些动画效果，比如曲线运动,冲击闪烁,视差滚动效果，只有js动画才能完成；浏览器可以对动画进行优化；代码相对简单,性能调优方向固定；对于帧速表现不好的低版本浏览器，CSS3可以做到自然降级，而JS则需要撰写额外代码；运行过程控制较弱,无法附加事件绑定回调函数；代码冗长，想用CSS实现稍微复杂一点动画,最后CSS代码都会变得非常笨重；控制能力很强, 可以在动画播放过程中对动画进行控制：开始、暂停、回放、终止、取消都是可以做到的。；CSS3有兼容性问题，而JS大多时候没有兼容性问题",3,web前端开发,JavaScript、线程,技术知识
前端实现动画有哪些方式？,1.css3的`transition`；2.css3的`animation`；3.原生`JS`动画；4.使用`canvas`绘制动画；5.SVG 动画；6.Jquery的`animate()`方法；css3的transition 属性；css3的animation 属性,3,web前端开发,JavaScript、Canvas、重排、重绘,场景题
const声明了数组，还能push元素吗，为什么？,数组是引用类型，const声明的引用类型变量，不可以变的是变量引用始终指向某个对象，不能指向其他对象，但是所指向的某个对象本身是可以变的,2,web前端开发,JavaScript,技术知识
如何区分数组和对象？,方法2 ：通过 instanceof 来识别；方法3 ：通过调用 constructor 来识别；方法4 ：通过 Object.prototype.toString.call 方法来识别,2,web前端开发,JavaScript,技术知识
岛屿数量,"方法二：广度优先搜索；方法三：并查集；时间复杂度：O(MN)，其中 M 和 N 分别为行数和列数。；空间复杂度：O(MN)，在最坏情况下，整个网格均为陆地，深度优先搜索的深度达到 MN。；空间复杂度：O(min(M,N))，在最坏情况下，整个网格均为陆地，队列的大小可以达到 min(M,N)。；@param {character[][]} grid；@return {number}；时间复杂度：O(MN×α(MN))，其中 MM 和 NN 分别为行数和列数",3,web前端开发,JavaScript、时间复杂度、空间复杂度、let,技术知识
以下代码的输出是什么？,本次主要考察对this指向的理解，题目比较简单，不做具体的分析。,2,web前端开发,JavaScript,技术知识
给一个dom同时绑定两个点击事件，一个用捕获，一个用冒泡，说下会执行几次事件，然后会先执行冒泡还是捕获？,addEventListener绑定几次就执行几次,2,web前端开发,JavaScript,技术知识
promise.catch后面的.then还会执行吗？,答案： 会继续执行。：如果.catch(onRejected)的onRejected回调中返回了一个状态为rejected的Promise实例，那么.catch返回的Promise实例的状态也将变成rejected。；其他情况下，.catch返回的Promise实例的状态将是fulfilled。,3,web前端开发,JavaScript、Promise,技术知识
如何获取到一个实例对象的原型对象？,从 `构造函数` 获得 原型对象：：从 对象实例 获得 父级原型对象：,2,web前端开发,JavaScript,技术知识
使用js实现二分查找,实现方式；非递归；从有序数组的最中间元素开始查找，如果该元素正好是指定查找的值，则查找过程结束；如果指定要查找的元素大于或者小于中间元素，则在数组大于或小于中间元素的那一半区域查找，然后重复第一步的操作;；重复以上过程，直到找到目标元素的索引，查找成功;或者直到子数组为空，查找失败。,3,web前端开发,JavaScript、递归、二分、var,技术知识
flexible.js实现移动端适配的原理是什么？,基本原理；源码解析,2,web前端开发,JavaScript、继承、var、Set,技术知识
jquery的链式调用是怎么实现的？,我们都知道 jQuery 可以链式调用，比如：；链式调用的核心就在于调用完的方法将自身实例返回。；实现一个简单的链式调用,2,web前端开发,JavaScript、class、this、const,技术知识
如何实现浏览器内多个标签页之间的通信？,localStorage；SharedWorker；WebSocket通讯；定时器setInterval+cookie；postMessage；在页面A设置一个使用setInterval定时器不断刷新，检查Cookies的值是否发生变化，如果变化就进行刷新的操作。；由于Cookies是在同域可读的，所以在页面B审核的时候改变Cookies的值，页面A自然是可以拿到的。,2,web前端开发,JavaScript、跨域、localStorage、Cookie,技术知识
我现在有一个canvas，上面随机布着一些黑块，请实现方法，计算canvas上有多少个黑块？,这一题可以转化成图的联通分量问题；然后问题就被转换成了图的连通分量问题,2,web前端开发,JavaScript、Canvas,技术知识
背包问题,1 <= nums.length <= 6；-10 <= nums\[i] <= 10；nums 中的所有整数 互不相同；@param {number[]} nums；@return {number[][]},5,web前端开发,JavaScript、var,技术知识
写一个 repeat 方法，实现字符串的复制拼接,方法一；方法二；方法三；方法四；方法五；方法六,2,web前端开发,JavaScript、闭包、二分、var,场景题
使用Promise实现：限制异步操作的并发个数，并尽可能快的完成全部,"既然题目的要求是保证每次并发请求的数量为3，那么我们可以先请求urls中的前面三个(下标为0,1,2)，并且请求的时候使用Promise.race()来同时请求，三个中有一个先完成了，我们就把这个当前数组中已经完成的那一项(第1项)换成还没有请求的那一项(urls中下标为3)。；直到urls已经遍历完了，然后将最后三个没有完成的请求(也就是状态没有改变的Promise)用Promise.all()来加载它们。",3,web前端开发,JavaScript、Promise、let、Map,技术知识
使用Promise封装一个异步加载图片的方法,这个比较简单，只需要在图片的onload函数中，使用resolve返回一下就可以了。,2,web前端开发,JavaScript、Promise、const,技术知识
实现mergePromise函数,这道题有点类似于Promise.all()，不过.all()不需要管执行顺序，只需要并发执行就行了：定义一个数组data用于保存所有异步操作的结果；初始化一个const promise = Promise.resolve()，然后循环遍历数组，在promise后面添加执行ajax任务，同时要将添加的结果重新赋值到promise上。,3,web前端开发,JavaScript、Promise、let、const,技术知识
说说你对以下几个页面生命周期事件的理解：DOMContentLoaded，load，beforeunload，unload,DOMContentLoaded —— 浏览器已完全加载 HTML，并构建了 DOM 树，但像 \ 和样式表之类的外部资源可能尚未加载完成。；load —— 浏览器不仅加载完成了 HTML，还加载完成了所有外部资源：图片，样式等。；beforeunload/unload —— 当用户正在离开页面时。；DOMContentLoaded 事件 —— DOM 已经就绪，因此处理程序可以查找 DOM 节点，并初始化接口。；load 事件 —— 外部资源已加载完成，样式已被应用，图片大小也已知了。；beforeunload 事件 —— 用户正在离开：我们可以检查用户是否保存了更改，并询问他是否真的要离开。；unload 事件 —— 用户几乎已经离开了，但是我们仍然可以启动一些操作，例如发送统计数据。；具有 async 特性（attribute）的脚本不会阻塞 DOMContentLoaded，稍后 我们会讲到。；使用 document.createElement('script') 动态生成并添加到网页的脚本也不会阻塞 DOMContentLoaded。；当 DOM 准备就绪时，documen…,3,web前端开发,JavaScript、keep-alive、HTTPS、接口,技术知识
使用js生成1-10000的数组,"实现的方法很多，除了使用循环（for,while,forEach等）外，最简单的是使用Array.from",2,web前端开发,JavaScript,技术知识
怎么实现一个扫描二维码登录PC网站的需求？,"告诉系统我是谁；向系统证明我是谁；扫码前，手机端应用是已登录状态，PC端显示一个二维码，等待扫描；手机端打开应用，扫描PC端的二维码，扫描后，会提示""已扫描，请在手机端点击确认""；用户在手机端点击确认，确认后PC端登录就成功了；PC端向服务端发起请求，告诉服务端，我要生成用户登录的二维码，并且把PC端设备信息也传递给服务端；服务端收到请求后，它生成二维码ID，并将二维码ID与PC端设备信息进行绑定；然后把二维码ID返回给PC端；PC端收到二维码ID后，生成二维码(二维码中肯定包含了ID)；为了及时知道二维码的状态，客户端在展现二维码后，PC端不断的轮询服务端，比如每隔一秒就轮询一次，请求服务端告诉当前二维码的状态及相关信息，或者直接使用websocket，等待在服务端完成登录后进行通知",2,web前端开发,JavaScript、WebSocket、接口,技术知识
js中的undefined和 ReferenceError: xxx is not defined 有什么区别？,ReferenceError：当尝试引用一个未定义的变量/函数时，就会抛出ReferenceError。：undefined：当一个变量声明后，没有被赋值，那么它就是undefined类型。,2,web前端开发,JavaScript,技术知识
Math.ceil()、Math.round()、Math.floor()三者的区别是什么？,Math.ceil()上取整：Math.round() 四舍五入；Math.floor()下取整,2,web前端开发,JavaScript,技术知识
解释下如下代码的意图：Array.prototype.slice.apply(arguments),arguments 为类数组对象，并不是真正的数组。；slice可以实现数组的浅拷贝。；由于 arguments不是真正的数组，所以没有slice方法，通过apply可以调用数组对象的slice方法，从而将arguments 类数组转换为数组。,2,web前端开发,JavaScript、浅拷贝,技术知识
直接在script标签中写 export 为什么会报错？,现代浏览器可以支持用 script 标签引入模块或者脚本，如果要引入模块，必须给 script 标签添加 type=“module”,2,web前端开发,JavaScript、export,技术知识
js 中的倒计时，怎么实现纠正偏差？,在前端实现中我们一般通过 setTimeout 和 setInterval 方法来实现一个倒计时效果；一般解决倒计时中的误差的有这样两种办法：；（1）第一种是通过前端定时向服务器发送请求获取最新的时间差，以此来校准倒计时时间。；（2）第二种方法是前端根据偏差时间来自动调整间隔时间的方式来实现的,2,web前端开发,JavaScript、递归,技术知识
Math.ceil 和 Math.floor 有什么区别？,Math.ceil() ： 向上取整，函数返回一个大于或等于给定数字的最小整数。；Math.floor() ： 向下取整，函数返回一个小于或等于给定数字的最大整数。,2,web前端开发,JavaScript,技术知识
怎么使用 setTimeout 实现 setInterval？,setInterval 的作用是每隔一段指定时间执行一个函数，但是这个执行不是真的到了时间立即执行，它真正的作用是每隔一段时间将事件加入事件队列中去，只有当当前的执行栈为空的时候，才能去从事件队列中取出事件执行；针对 setInterval 的这个缺点，我们可以使用 setTimeout 递归调用来模拟 setInterval，这样我们就确保了只有一个事件结束了，我们才会触发下一个定时器事件，这样解决了 setInterval 的问题。,2,web前端开发,JavaScript、递归、var,技术知识
怎么使用 js 实现拖拽功能？,第一步是鼠标按下目标元素；第二步是鼠标保持按下的状态移动鼠标；第三步是鼠标抬起，拖拽过程结束,2,web前端开发,JavaScript,技术知识
Js 动画与 CSS 动画区别及相应实现？,在性能上会稍微好一些，浏览器会对 CSS3 的动画做一些优化；代码相对简单；在动画控制上不够灵活；兼容性不好,2,web前端开发,JavaScript,技术知识
异步编程有哪些实现方式？,js 中的异步机制可以分为以下几种：；第一种最常见的是使用回调函数的方式，使用回调函数的方式有一个缺点是，多个回调函数嵌套的时候会造成回调函数地狱，上下两层的回调函数间的代码耦合度太高，不利于代码的可维护。；第二种是 Promise 的方式，使用 Promise 的方式可以将嵌套的回调函数作为链式调用；第三种是使用 generator 的方式，它可以在函数的执行过程中，将函数的执行权转移出去，在函数外部我们还可以将执行权转移回来,3,web前端开发,JavaScript、Promise、Generator,技术知识
"offsetWidth/offsetHeight,clientWidth/clientHeight 与 scrollWidth/scrollHeight 的区别？",clientWidth/clientHeight 返回的是元素的内部宽度，它的值只包含 content + padding，如果有滚动条，不包含滚动条。；clientTop 返回的是上边框的宽度。；clientLeft 返回的左边框的宽度。；offsetWidth/offsetHeight 返回的是元素的布局宽度，它的值包含 content + padding + border 包含了滚动条。,2,web前端开发,JavaScript,技术知识
toPrecision 和 toFixed 和 Math.round 有什么区别？,toPrecision 用于处理精度，精度是从左至右第一个不为 0 的数开始数起。：toFixed 是对小数点后指定位数取整，从小数点开始数起。；Math.round 是将一个数字四舍五入到一个整数。,2,web前端开发,JavaScript,技术知识
什么是 Polyfill ？,Polyfill 指的是用于实现浏览器并不支持的原生 API 的代码。；比如说 querySelectorAll 是很多现代浏览器都支持的原生 Web API，但是有些古老的浏览器并不支持，那么假设有人写了一段代码来实现这个功能使这些浏览器也支持了这个功能，那么这就可以成为一个 Polyfill。,2,web前端开发,JavaScript、polyfill,技术知识
怎么检测浏览器版本？,检测浏览器版本一共有两种方式：；一种是检测 window.navigator.userAgent 的值，但这种方式很不可靠，因为 userAgent 可以被改写，并且早期的浏览器如 ie，会通过伪装自己的 userAgent 的值为 Mozilla 来躲过服务器的检测。；第二种方式是功能检测，根据每个浏览器独有的特性来进行判断，如 ie 下独有的 ActiveXObject。,2,web前端开发,JavaScript,技术知识
什么是“前端路由”？什么时候适合使用“前端路由”？“前端路由”有哪些优点和缺点？,前端路由就是把不同路由对应不同的内容或页面的任务交给前端来做，之前是通过服务端根据 url 的不同返回不同的页面实现的。；什么时候使用前端路由？；在单页面应用，大部分页面结构不变，只改变部分内容的使用；前端路由有什么优点和缺点？,2,web前端开发,JavaScript,技术知识
