题目,答案要点,难度,相关岗位,标签,题目类型
贴图 Import Settings 里 Read/Write Enabled 打开或关闭各有什么影响？,Unity中导入的每张贴图都有一个启用可读可写（Read/Write Enabled）的开关，对应的程序参数是TextureImporter.isReadable。 选中贴图后可在Import Setting选项卡中看到这个开关。只有打开这个开关，才可以对贴图使用Texture2D.GetPixel，读取或改写贴图资源的像素，但这就需要系统在内存里保留一份贴图的拷贝，以供CPU访问。 一般游戏运行时不会有这样的需求，因此我们对所有贴图都关闭了这个开关，只在编辑中做贴图导入后处理（比如对原始贴图分离透明通道）时打开它。 这样，上文提到的1024x1024大小的贴图，其运行时的2MB内存占用又可以少一半，减小到1MB。,2,Unity客户端开发,综合,场景题
下面这段字符串代码会产生哪些临时对象？,"string a = new string ( ""abc"" ) ; a = ( a . ToUpper ( ) + ""123"" ) . Substring ( 0 , 2 ) ; 在 C# 中第⼀⾏是会出错的（Java中倒是可⾏）。 应该这样初始化： string b = new string ( new char [ ] { 'a' , 'b' , 'c' } ) ; 三个临时对象：abc、ABC、AB",2,Unity客户端开发,综合,技术知识
Unity脚本从唤醒到销毁有着一套比较完整的生命周期，列出系统自带的几个重要的方法？,Awake — OnEnable — Start — FixedUpdate — Update — LateUpdate— OnGUI — OnDisable — OnDestroy 主要执行顺序 编辑器 初始化 物理系统 输入事件 游戏逻辑 场景渲染 GUI渲染 物体激活或禁用 销毁物体 应用结束 主要函数介绍 Reset 是在用户点击检视面板的Reset按钮或者首次添加该组件时被调用。此函数只在编辑模式下被调用。Reset最常用于在检视面板中给定一个最常用的默认值。Awake 用于在游戏开始之前初始化变量或游戏状态。在脚本整个生命周期内它仅被调用一次，当脚本设置为不可用时，运行时Awake方法仍然会执行一次。,3,Unity客户端开发,综合,技术知识
Unity 脚本主要使用什么语言？历史上还支持过哪些？,Unity的脚本语言基于Mono的.Net平台上运行，可以使用.NET库，这也为XML、数据库、正则表达式等问题提供了很好的解决方案。 Unity里的脚本都会经过编译，他们的运行速度也很快。这三种语言实际上的功能和运行速度是一样的，区别主要体现在语言特性上。 Unity支持的语言：C#，UnityScript（已弃用）,1,Unity客户端开发,综合,行为题
.NET 与 Mono 是什么关系？对 Unity 有什么意义？,mono是.net的一个开源跨平台工具，就类似java虚拟机，java本身不是跨平台语言，但运行在虚拟机上就能够实现了跨平台。 .net只能在windows下运行，mono可以实现跨平台编译运行，可以运行于Linux，Unix，Mac OS等。,2,Unity客户端开发,综合,技术知识
相机跟随逻辑通常写在哪个生命周期函数里？为什么？,LateUpdate ，是在所有的Update结束后才调用，比较适合用于命令脚本的执行。 官网上例子是摄像机的跟随，都是所有的Update操作完才进行摄像机的跟进，不然就有可能出现摄像机已经推进了，但是视角里还未有角色的空帧出现。,2,Unity客户端开发,综合,行为题
物理相关逻辑应放在哪个生命周期函数？为什么？,在Unity中，物理更新通常放在 FixedUpdate 函数中，而不是放在 Update 函数中。Update 函数是每一帧都会调用的函数，用于处理物体的位置、旋转和缩放等变换，但它不适用于物理计算，因为它的执行频率高于 FixedUpdate 。FixedUpdate 函数在每一帧的固定时间间隔内调用，用于执行物理模拟和碰撞检测。因此，如果你的代码涉及到物理模拟或碰撞检测，应该放在 FixedUpdate 函数中。以下是一个简单的示例，演示如何在Unity中将物理更新放在 FixedUpdate 函数中： using UnityEngine ;,3,Unity客户端开发,综合,技术知识
四元数用于表示旋转时相对欧拉角有什么优势？,四元数⽤于表示旋转，对旋转⻆度进⾏计算时⽤到四元数 相对欧拉⻆的优点： 1）能进⾏增量旋转 2）避免万向锁 3）给定⽅位的表达⽅式有两种，互为负（欧拉⻆有⽆数种表达⽅式）,1,Unity客户端开发,综合,技术知识
Transform 的 localPosition 与 position 有什么区别？,localPosition :自身坐标系，相对于父级的位置 Position ：世界坐标系中的位置,1,Unity客户端开发,综合,技术知识
请简述进程、线程、协程各自是什么，以及它们的关系？,进程 保存在硬盘上的程序运行以后，会在内存空间里形成一个独立的内存体，这个内存体有自己独立的地址空间，有自己的堆，不同进程间可以进行进程间通信，上级挂靠单位是操作系统。一个应用程序相当于一个进程，操作系统会以进程为单位，分配系统资源（CPU 时间片、内存等资源），进程是资源分配的最小单位。线程 线程从属于进程，也被称为轻量级进程，是程序的实际执行者。线程是操作系统能够进行运算调度的最小单位。它被包含在进程之中，是进程中的实际运作单位。,2,Unity客户端开发,协程,技术知识
Unity 中协程（Coroutine）主要用来解决什么问题？,在Unity中，协程是一种轻量级的线程，用于在单一线程上执行多个任务，实现异步等待和延迟执行等效果。协程不是取代线程，而是抽象于线程之上，同一时间只有一个协程拥有运行权，相当于单线程的能力。协程的执行基于迭代器，通过yield语句来实现暂停和恢复执行，从而更加灵活地控制协程的执行过程。协程可以在不创建新线程的情况下实现异步等待和延迟执行，避免了线程切换和同步等问题，从而提高了程序的性能和效率。在Unity中，协程通常用于处理一些异步任务，比如等待一段时间、播放动画、加载资源等。,4,Unity客户端开发,协程,技术知识
Unity 协程在实现层面大致是如何工作的？,协程是通过迭代器来实现功能的，通过关键字IEnumerator来定义一个迭代方法。StartCoroutine 接受到的是一个 IEnumerator ，这是个接口，并且是枚举器或迭代器的意思。yield 是 C 的一个关键字，也是一个语法糖，背后的原理会生成一个类，并且也是一个枚举器，而且不同于 return，yield 可以出现多次。yield 实际上就是返回一次结果，因为我们要一次一次枚举一个值出来，所以多个 yield 其实是个状态模式，第一个 yield 是状态 1，第二个 yield 是状态 2，每次访问时会基于状态知道当前应该执行哪一个 yield，取得哪一个值。从程序的角度讲，协程的核心就是 迭代器 。,4,Unity客户端开发,协程,场景题
操作系统线程与 Unity 协程有什么本质区别？,协程：即协作式程序，其思想是，一系列互相依赖的协程间依次使用CPU，每次只有一个协程工作，而其他协程处于休眠状态。协程实际上是在一个线程中，只不过每个协程对CPU进行分时，协程可以访问和使用unity的所有方法和component。同一时间只能执行某个协程。开辟多个协程开销不大。协程适合对某任务进行分时处理。,4,Unity客户端开发,协程,技术知识
Invoke 与 InvokeRepeating 是什么？使用上有何注意点？,"Invoke Invoke() 方法是 Unity 的一种委托机制 如： Invoke(“Test”, 3); 它的意思是：3 秒之后调用 Test() 方法； 使用 Invoke() 方法需要注意 以下3点： 1 ：它应该在 脚本的生命周期里的（Start、Update、OnGUI、FixedUpdate、LateUpdate）中被调用； 2：Invoke(); 不能接受含有参数的方法； 3：在 Time.timeScale = 0; 时， Invoke() 无效，因为它不会被调用。 InvokeRepeating InvokeRepeating(“Test”, 3 , 5); 这个方法的意思是指：3 秒后调用 Test() 方法，并且之后每隔 5 秒调用一次 Test() 方法。",1,Unity客户端开发,综合,行为题
Invoke 与协程在调度方式上有什么区别？,Invoke方法：执行没有被挂起，相当于设置完被调用函数的执行时间后即时向下执行。应用到每隔一段时间执行某个函数很方便。 Coroutine方法：新开一条执行序列（跟新建线程差不多）并挂起，等待中断指令结束。开销不大。当需要挂起当前执行时使用。 协程的效率比Invoke高。,1,Unity客户端开发,协程,技术知识
禁用脚本与隐藏物体时，Invoke 与协程分别会怎样？,只将脚本禁止：都会正常运行。 如果把物体直接隐藏：Invoke正常运行，coroutine不会正常运行。 原因：因为游戏物体隐藏了，一切与游戏物体相关的脚本生命周期都会停止，协程自然也会停止 ； 如果游戏对象没有隐藏，只是将脚本隐藏，游戏对象照样可以通过反射获取协程迭代器对象继续协程的执行。,2,Unity客户端开发,协程,技术知识
碰撞持续期间会经历哪几个阶段？分别对应哪些回调函数？,OnCollisionEnter、 OnCollisionStay、 OnCollisionExit,2,Unity客户端开发,物理,技术知识
Rigidbody 上常见有哪些施力/施矩 API？,rigidbody.AddForce rigidbody.AddForceAtPosition,2,Unity客户端开发,综合,技术知识
物体自转与绕点公转分别常用哪些 API？,自身旋转：transform.Rotate() 绕某点旋转：transform.RotateAround,2,Unity客户端开发,综合,技术知识
UGUI 中 Image 与 RawImage 有什么区别？各自适合哪些场景？,Image 使用 Sprite，支持九宫格/平铺等 Image Type，适合交互与样式丰富的 UI；RawImage 直接引用 Texture，适合视频帧、RenderTexture、动态图等。一般界面控件多用 Image，简单贴图展示可用 RawImage；同屏大量 UI 时注意合批与图集策略。,1,Unity客户端开发,UI,技术知识
TCP/IP 协议栈分为哪几层？各层主要做什么？,网络接口层：这是协议栈的最低层，对应OSI的物理层和数据链路层，主要完成数据帧的实际发送和接收。 网络层：处理分组在网络中的活动，例如路由选择和转发等，这一层主要包括IP协议、ARP、ICMP协议等。 传输层：主要功能是提供应用程序之间的通信，这一层主要是TCP/UDP协议。 应用层：用来处理特定的应用，针对不同的应用提供了不同的协议，例如进行文件传输时用到的FTP协议，发送email用到的SMTP等。,2,Unity客户端开发,内存,技术知识
在不同 Unity 工程之间迁移资源时，怎样做比较安全？常见做法有哪些？,连同 Library 一起拷贝工程；导出 UnityPackage；或使用版本控制只提交 Assets 与 ProjectSettings（团队规范下）；旧版还可借助 Asset Server。注意 .meta 与 GUID 成对提交，避免引用丢失。,2,Unity客户端开发,综合,技术知识
什么是对象池？FPS 里哪些对象特别适合池化？,对象池就存放需要被反复调用资源的一个空间。 比如游戏中要常被大量复制的对象，子弹，敌人，以及任何重复出现的对象。 特点 ：用内存换取cpu的优化,1,Unity客户端开发,综合,技术知识
动态字体相对静态字体在大字符集场景下为何更省显存？,使用动态字体时，Unity将不会预先生成一个与所有字体的字符纹理， 静态字体体积会很大。,2,Unity客户端开发,综合,技术知识
Unity 中动态加载资源常见有哪些方式？各有什么取舍？,instantiate：最简单的一种方式，以实例化的方式动态生成一个物体。 Assetsbundle：即将资源打成 asset bundle 放在服务器或本地磁盘，然后使用WWW模块get 下来，然后从这个bundle中load某个object，unity官方推荐也是绝大多数商业化项目使用的一种方式。 Resource.Load:可以直接load并返回某个类型的Object，前提是要把这个资源放在Resource命名的文件夹下，Unity不管有没有场景引用，都会将其全部打入到安装包中 AssetDatabase.loadasset ：这种方式只在editor范围内有效，游戏运行时没有这个函数，它通常是在开发中调试用的。,2,Unity客户端开发,综合,场景题
请简述 GPU 图形渲染管线的主要阶段？,简而言之，GPU的图形（处理）流水线完成如下的工作：（并不一定是按照如下顺序）。顶点处理 ：这阶段GPU读取描述3D图形外观的顶点数据并根据顶点数据确定3D图形的形状及位置关系，建立起3D图形的骨架。在支持DX8和DX9规格的GPU中，这些工作由硬件实现的Vertex Shader（顶点着色器）完成。光栅化计算 ：显示器实际显示的图像是由像素组成的，我们需要将上面生成的图形上的点和线通过一定的算法转换到相应的像素点。把一个矢量图形转换为一系列像素点的过程就称为光栅化。,5,Unity客户端开发,综合,行为题
渲染管线大致指什么？主要包含哪些阶段？,是指在显示器上为了显示出图像而经过的一系列必要操作。 渲染管道中的很多步骤，都要将几何物体从一个坐标系中变换到另一个坐标系中去。 主要步骤有： 本地坐标 视图坐标 背面裁剪 光照 裁剪 投影 视图变换 光栅化。,1,Unity客户端开发,渲染,技术知识
Unity 项目里常见内存优化手段有哪些？,避免频繁的内存分配 ：频繁的内存分配和释放会导致内存碎片化，影响性能。尽量重用对象，而不是每次需要时都创建新的对象。使用Pooling（对象池） ：对象池是一种预先创建并保留对象的集合的技术，这样就可以重复使用它们，而不是每次需要时都创建新的对象。这大大减少了内存分配和垃圾收集的频率。及时删除不再使用的对象 ：当你完成一个对象的所有工作，或者确定不再需要它时，删除或置空该对象可以立即释放其占用的内存。,2,Unity客户端开发,内存,行为题
使用 Unity 制作 2D 游戏常见有哪几种思路？,使用本身的GUI、UGUI 把摄像机的Projection(投影)值调为Orthographic(正交投影)，不考虑z轴； 使用2d插件，如：2DToolKit、NGUI,2,Unity客户端开发,综合,技术知识
Alpha Test（裁剪透明）适合什么场合？与 Alpha Blend 相比效果有何不同？,"Alpha Test,中文就是透明度测试。 简而言之就是V&F shader中最后fragment函数输出的该点颜色值（即上一讲frag的输出half4）的alpha值与固定值进行比较。Alpha Test语句通常于Pass{}中的起始位置。Alpha Test产生的效果也很极端，要么完全透明，即看不到，要么完全不透明。",4,Unity客户端开发,综合,技术知识
Unity 物理系统里的「链条关节」通常指什么？,Unity 中对应名称多为 Hinge Joint（铰链关节）：绕轴相对旋转，常用来模拟门、铰链等；若题目指「链条」式距离约束，更接近 Configurable Joint 等组合，而非 Hinge 的字面直译。,2,Unity客户端开发,综合,技术知识
如何在编辑器中查看面数、顶点数和 Draw Call？,在Game视图右上角点击Stats。降低Draw Call 的技术是Draw Call Batching,2,Unity客户端开发,综合,场景题
行为树与有限状态机各有什么特点？,"有限状态机系统 ：是指在不同阶段会呈现出不同的运行状态的系统，这些状态是有限的、不重叠的。这样的系统在某一时刻一定会处于其所有状态中的一个状态，此时它接收一部分允许的输入，产生一部分可能的响应，并且迁移到一部分可能的状态。基本节点是状态：他包含了一系列运行在该状态的行为以及离开这个状态的条件。状态可以任意跳转,实现简单,但是对于大的状态机很难维护，状态逻辑的重用性低。每一个状态的逻辑会随着一些新状态的增加而越来越复杂。",3,Unity客户端开发,数据结构,技术知识
行为树的基本思想是什么？有什么优缺点？,概念： 对于有限状态机而言，必须明确状态的转换方式；对于行为树，必须明确状态前提：前提条件。每一个行为必须有“前提条件” ，这决定了该行为是否被选择。行为树的运算也是通过帧循环的update来驱动，不一定是每帧都update，但是要周期性update。每一次run从根节点(root)开始，每一运行都会选择一个可行的子节点运行，这种选择可以是随机方式，也可以是预设好优先条件。,2,Unity客户端开发,数据结构,行为题
UGUI Text 与 TextMeshPro 有什么区别？,Text是像素渲染放大之后就会模糊，使用Text父物体的放大缩小会影响子物体Text的清晰度， TMPText不会，它是网格渲染TMPText会把字体生成一个类似于贴图的东西然后读取贴图的坐标来获取对应的文字，更换文字的消耗会比Text大。 TMPText更适用于不会变动的文字，特别是在量大的情况下，性能比Text高一些，需要经常变动的问题用Text好点，TMPText在字体库很大的情况下查找更换会比较慢。,1,Unity客户端开发,综合,行为题
手游里「红点系统」常见如何实现？,"思路： 红点系统基于MVC的思想，将分为三层：数据层，驱动层，显示层。 数据层中的数据结构，考虑到需要层级的联系，所以以结点为核心,每个结点会持有其父结点和子结点,有点像双向链表的前驱后继,但是它构成的不是链表而是树。 当一个结点状态发生变化,它会通知到其父结点,父节点会自行处理变化去通知它自己的父结点,有点递归的意思，如果是数量通知，子节点的消息会以此累计到自己的父节点中，以此类推，具体看需求。 整个系统数据层驱动层与展示层是剥离的,展示层需要显示什么结点的内容,以该结点的key去注册,数据层与显示层实现了观察者模式，即可收到每次该结点状态变化的通知，并实时更新界面。 更多详细内容可以看下面文章： Unity之红点树系统多层级高效能 Unity手游实战：从0开始SLG——独立功能扩展（三）用树实现客户端红点系统",2,Unity客户端开发,综合,技术知识
Animation 组件与 Animator（动画状态机）有什么区别？,Animation和Animator 虽然都是控制动画的播放，但是它们的用法和相关语法都是大有不同的。Animation控制一个动画的播放，而Animator是多个动画之间相互切换，并且Animator有一个动画控制器，俗称动画状态机。 Animator利用它做动画的切换是很方便的，但是它有一个缺点就是占用内存比Animation大。,1,Unity客户端开发,动画,技术知识
Skinned Mesh 动画的大致实现思路是什么？,根据骨骼，动态整体实现表层Mesh，相对普通mesh由不同面片堆砌，根据骨骼结构，对顶点的变换计算出不同的蒙皮，最终进行模型的渲染,3,Unity客户端开发,综合,行为题
MeshRenderer 的 material 与 sharedMaterial 有什么区别？,修改sharedMaterial将改变所有物体使用这个材质的外观，并且也改变储存在工程里的材质设置。 不推荐修改由sharedMaterial返回的材质。如果你想修改渲染器的材质，使用material替代。,1,Unity客户端开发,综合,项目经历深挖
ScriptableObject 是什么？一般在哪些场景下使用？,ScriptableObject是一个数据容器，它可以用来保存大量数据。主要的用处就是在项目中通过将数据存储在ScriptableObject对象，避免值拷贝来减少游戏运行中的内存占用。当你有一个预制体，上面挂了一个存有不变数据的MonoBehaviour 脚本时，每次我们实例化预制体时都将产生一次数据拷贝，这时我们可以使用ScriptableObject对象来存储数据，然后通过引用来访问预制体中的数据。这样可以避免在内存中产生一份拷贝数据。与MonoBehaviour 一样，ScriptableObject也继承自Unity基类object，但是与MonoBehaviour不同的是，ScriptableObject不能和GameObject 关联，相反，通常我们会将它保存为Assets资源。,3,Unity客户端开发,综合,行为题
Unity 中 Application.dataPath、streamingAssetsPath、persistentDataPath 等路径各表示什么？,//获取的目录路径最后不包含 / //获得的文件路径开头包含 / Application . dataPath ;//Asset文件夹的绝对路径 //只读 Application . streamingAssetsPath ;//StreamingAssets文件夹的绝对路径（要先判断是否存在这个文件夹路径） Application.persistentDataPath //可读写 //资源数据库 (AssetDatabase) 是允许您访问工程中的资源的 API AssetDatabase . GetAllAssetPaths ;//获取所有的资源文件（不包含meta文件） AssetDatabase . GetAssetPath ( object ) //获取object对象的相对路径 AssetDatabase . Refresh ( ) ;//刷新 AssetDatabase . GetDependencies ( string ) ;,2,Unity客户端开发,综合,技术知识
你使用过哪些 Unity 插件？能结合项目说明用途吗？,结合简历选 2～3 个展开：解决什么问题、如何接入、性能与版本坑。示例插件： shader graph 制作shader光影效果 cinemachine+timeline+postprocessingstack 制作过场动画 nodecanvas 制作怪物ai easytouch 手游触摸控制 DoTween 动画插件 Fungus 对话插件 3D WebView 浏览器插件 Vectrosity 划线插件 AVPro Video 视频播放插件 Feel 受击插件 Device Simulator 移动设备模拟器 StateMachine 状态机插件,5,Unity客户端开发,综合,项目经历深挖
高速小物体撞击大物体时容易出现什么物理问题？在 Unity 中如何缓解？,易出现隧道效应（Tunneling），离散时间步内快速小球体穿过薄碰撞体而不触发碰撞。可用连续碰撞检测（CCD）、缩小时间步、Physics.SphereCast 轨迹检测、加厚碰撞体或改用射线/扫掠体预判等方式缓解。,2,Unity客户端开发,综合,技术知识
UGUI 里 Canvas 的三种渲染模式分别是什么？Canvas Scaler 的 UI Scale Mode 有哪些？,屏幕空间 覆盖模式(Screen Space Overlay) ，Canvas创建出来后，默认就是该模式，该模式和摄像机无关，即使场景内没有摄像机，UI游戏物体照样渲染 屏幕空间：电脑或者手机显示屏的2D空间，只有x轴和y轴 覆盖模式：UI元素永远在3D元素的前面 屏幕空间 摄像机模式(Screen Space Camera) ，设置成该模式后需要指定一个摄像机游戏物体，指定后UGUI就会自动出现在该摄像机的“投射范围”内，和NGUI的默认UI Root效果一致，如果隐藏掉摄像机，UGUI当然就无法渲染 世界空间模式(WorldSpace) ，设置成该模式后UGUI就相当于是场景内的一个普通的“Cube 游戏模型”，可以在场景内任意的移动UGUI元素的位置，通常用于怪物血条显示和VR开发 缩放模式： Property: Function: UI Scale Mode Canvas中UI元素的缩放模式 Constant Pixel Size 使UI保持自己的尺寸，与屏幕尺寸无关。,3,Unity客户端开发,综合,技术知识
Animation 组件与 Animator（动画状态机）有什么区别？,Animation和Animator 虽然都是控制动画的播放，但是它们的用法和相关语法都是大有不同的。Animation控制一个动画的播放，而Animator是多个动画之间相互切换，并且Animator有一个动画控制器，俗称动画状态机。 Animator利用它做动画的切换是很方便的，但是它有一个缺点就是占用内存比Animation大。,1,Unity客户端开发,动画,行为题
请简述进程、线程、协程各自是什么，以及它们的关系？,进程 保存在硬盘上的程序运行以后，会在内存空间里形成一个独立的内存体，这个内存体有自己独立的地址空间，有自己的堆，不同进程间可以进行进程间通信，上级挂靠单位是操作系统。一个应用程序相当于一个进程，操作系统会以进程为单位，分配系统资源（CPU 时间片、内存等资源），进程是资源分配的最小单位。线程 线程从属于进程，也被称为轻量级进程，是程序的实际执行者。线程是操作系统能够进行运算调度的最小单位。它被包含在进程之中，是进程中的实际运作单位。,2,Unity客户端开发,协程,项目经历深挖
Unity 中协程（Coroutine）主要用来解决什么问题？,在Unity中只有主线程才能访问Unity的对象、方法、组件。当主线程在执行一个对资源消耗很大的操作时，在这一帧我们的程序就会出现帧率下降，画面卡顿的现象! 那这个时候我们就可以利用协程来做这件事，因为协程是伴随着主线程运行的，主线程依旧可以丝滑轻松的工作，把脏活累活交给协程处理就好了！简单来说：协程是辅助主线程的操作，避免游戏卡顿。,1,Unity客户端开发,协程,场景题
Unity 协程在实现层面大致是如何工作的？,协程是通过迭代器来实现功能的，通过关键字IEnumerator来定义一个迭代方法。StartCoroutine 接受到的是一个 IEnumerator ，这是个接口，并且是枚举器或迭代器的意思。yield 是 C 的一个关键字，也是一个语法糖，背后的原理会生成一个类，并且也是一个枚举器，而且不同于 return，yield 可以出现多次。yield 实际上就是返回一次结果，因为我们要一次一次枚举一个值出来，所以多个 yield 其实是个状态模式，第一个 yield 是状态 1，第二个 yield 是状态 2，每次访问时会基于状态知道当前应该执行哪一个 yield，取得哪一个值。从程序的角度讲，协程的核心就是 迭代器 。,4,Unity客户端开发,协程,技术知识
操作系统线程与 Unity 协程有什么本质区别？,协程：即协作式程序，其思想是，一系列互相依赖的协程间依次使用CPU，每次只有一个协程工作，而其他协程处于休眠状态。协程实际上是在一个线程中，只不过每个协程对CPU进行分时，协程可以访问和使用unity的所有方法和component。同一时间只能执行某个协程。开辟多个协程开销不大。协程适合对某任务进行分时处理。,4,Unity客户端开发,协程,技术知识
Unity 中如何启动和停止协程？协程适合做什么？有什么局限？,"官方案例 ) function Start ( ) { // After 0 seconds, prints ""Starting 0.0"" // After 0 seconds, prints ""Before WaitAndPrint Finishes 0.0 "" // After 2 seconds, prints ""WaitAndPrint 2.0"" // 先打印""Starting 0.0""和""Before WaitAndPrint Finishes 0.0 ""两句,2秒后打印"" WaitAndPrint 2.0 "" print ("" Starting "" + Time . time ) ;// Start function WaitAndPrint as a coroutine. And continue execution while it is running // this is the same as WaintAndPrint(2.0) as the compiler d",5,Unity客户端开发,综合,技术知识
ScriptableObject 是什么？一般在哪些场景下使用？,ScriptableObject是一个数据容器，它可以用来保存大量数据。主要的用处就是在项目中通过将数据存储在ScriptableObject对象，避免值拷贝来减少游戏运行中的内存占用。当你有一个预制体，上面挂了一个存有不变数据的MonoBehaviour 脚本时，每次我们实例化预制体时都将产生一次数据拷贝，这时我们可以使用ScriptableObject对象来存储数据，然后通过引用来访问预制体中的数据。这样可以避免在内存中产生一份拷贝数据。与MonoBehaviour 一样，ScriptableObject也继承自Unity基类object，但是与MonoBehaviour不同的是，ScriptableObject不能和GameObject 关联，相反，通常我们会将它保存为Assets资源。,3,Unity客户端开发,综合,技术知识
JIT 与 AOT 分别指什么？两者有何区别？,JIT（Just-In-Time）运行时即时将 IL 编译为机器码，启动快、可按运行路径优化；AOT（Ahead-Of-Time）预先编译到原生代码（如 IL2CPP），启动后执行快、更适合部分平台与裁剪，但构建慢、包体可能更大。,1,Unity客户端开发,综合,技术知识
Unity 脚本后端包含哪两种？,传统为 Mono（JIT）与 IL2CPP（AOT）；现代 Unity 项目常见 IL2CPP 作为发布后端，编辑器仍可能使用 Mono 相关工具链，具体以版本与平台导出设置为准。,2,Unity客户端开发,综合,技术知识
JIT 与 AOT 分别指什么？两者有何区别？,JIT（Just-In-Time）运行时即时将 IL 编译为机器码，启动快、可按运行路径优化；AOT（Ahead-Of-Time）预先编译到原生代码（如 IL2CPP），启动后执行快、更适合部分平台与裁剪，但构建慢、包体可能更大。,1,Unity客户端开发,综合,技术知识
Unity 脚本后端包含哪两种？,传统为 Mono（JIT）与 IL2CPP（AOT）；现代 Unity 项目常见 IL2CPP 作为发布后端，编辑器仍可能使用 Mono 相关工具链，具体以版本与平台导出设置为准。,2,Unity客户端开发,综合,技术知识
在 Unity 开发语境下，「三维」通常指什么？有哪些应用要点？,三维指用 X、Y、Z 描述位置与方向的空间；Unity 场景为 3D 世界空间，物体用 Transform 表示位姿，相机投影分为透视与正交。,2,Unity客户端开发,综合,技术知识
3D 建模资产进入 Unity 时要注意哪些要点？,在 DCC 工具中制作网格、UV、材质等资产并导出为 FBX 等格式导入 Unity；关注面数、LOD、碰撞近似体与导入缩放轴向。,2,Unity客户端开发,综合,场景题
3D 变换在 Unity 中如何理解与应用？,包含平移、旋转、缩放及坐标空间变换（本地/世界）；用 Transform 与矩阵或 TRS 表示；注意父子层级与 Quaternion 旋转组合顺序。,2,Unity客户端开发,综合,技术知识
Unity MonoBehaviour 常用生命周期函数有哪些？,常见：Awake、OnEnable、Start、FixedUpdate、Update、LateUpdate、OnDisable、OnDestroy；还有物理与渲染回调如 OnCollisionEnter、OnTriggerEnter 等（视需求）。,2,Unity客户端开发,综合,技术知识
常见生命周期函数的大致执行顺序是什么？,同帧大致：Awake（随机顺序）→ OnEnable → Start → FixedUpdate（固定步长）→ Update → LateUpdate；禁用顺序上 OnDisable 在销毁前；Destroy 在帧末执行。具体以官方文档生命周期图为准。,2,Unity客户端开发,综合,技术知识
哪些生命周期或回调可能在同一对象上反复触发？,OnEnable/OnDisable 会随激活切换多次触发；Update、FixedUpdate、LateUpdate、各类物理与渲染回调每帧或按事件反复调用；Awake/Start 通常仅一次（域重载除外）。,2,Unity客户端开发,综合,技术知识
销毁 UnityEngine.Object 的常用写法是什么？,"Destroy(unityObject)；延迟销毁用 Destroy(obj, t)。编辑器下非运行态可用 DestroyImmediate。",2,Unity客户端开发,综合,技术知识
MonoBehaviour 里常见的「每帧更新」类函数有哪些？,Update（每帧逻辑）、FixedUpdate（物理步长）、LateUpdate（如相机跟随，在所有 Update 之后）。,1,Unity客户端开发,综合,技术知识
Unity MonoBehaviour 常用生命周期函数有哪些？,常见：Awake、OnEnable、Start、FixedUpdate、Update、LateUpdate、OnDisable、OnDestroy；还有物理与渲染回调如 OnCollisionEnter、OnTriggerEnter 等（视需求）。,2,Unity客户端开发,综合,行为题
常见生命周期函数的大致执行顺序是什么？,同帧大致：Awake（随机顺序）→ OnEnable → Start → FixedUpdate（固定步长）→ Update → LateUpdate；禁用顺序上 OnDisable 在销毁前；Destroy 在帧末执行。具体以官方文档生命周期图为准。,2,Unity客户端开发,综合,技术知识
哪些生命周期或回调可能在同一对象上反复触发？,OnEnable/OnDisable 会随激活切换多次触发；Update、FixedUpdate、LateUpdate、各类物理与渲染回调每帧或按事件反复调用；Awake/Start 通常仅一次（域重载除外）。,2,Unity客户端开发,综合,技术知识
销毁 UnityEngine.Object 的常用写法是什么？,"Destroy(unityObject)；延迟销毁用 Destroy(obj, t)。编辑器下非运行态可用 DestroyImmediate。",2,Unity客户端开发,综合,技术知识
物理相关逻辑应放在哪个生命周期函数？为什么？,与刚体、力、碰撞相关的运算应放在 FixedUpdate，使其与 Physics 固定时间步（Fixed Timestep）一致；纯表现与输入可读可在 Update 处理，再于 FixedUpdate 应用物理量。,2,Unity客户端开发,综合,技术知识
MonoBehaviour 里常见的「每帧更新」类函数有哪些？,Update（每帧逻辑）、FixedUpdate（物理步长）、LateUpdate（如相机跟随，在所有 Update 之后）。,1,Unity客户端开发,综合,技术知识
游戏中暂停与恢复在 Unity 里通常如何实现？要注意什么？,可用 Time.timeScale=0 暂停游戏时间（FixedUpdate 仍按 scaled 时间受影响）；UI 与不受缩放的时间用 Time.unscaledDeltaTime；协程可用 WaitForSecondsRealtime；需区分音频、动画、DOTween 等是否尊重 timeScale。,2,Unity客户端开发,综合,技术知识
SetActive(false) 与 Destroy 有什么区别？,SetActive(false) 禁用物体：不渲染、不 Update，但对象仍在场景；Destroy 移除实例并触发 OnDestroy。持久化用 DontDestroyOnLoad。,2,Unity客户端开发,综合,技术知识
获取、添加、删除组件分别常用哪些 API？,GetComponent/TryGetComponent；AddComponent；Destroy(component)。,2,Unity客户端开发,综合,技术知识
Rigidbody 上常见有哪些施力/施矩 API？,Rigidbody.AddForce、AddForceAtPosition、AddTorque、AddExplosionForce 等；还可直接改 velocity/angularVelocity（需谨慎，易与非物理控制冲突）。,2,Unity客户端开发,综合,场景题
在代码里如何让物体绕自身旋转？,transform.Rotate；或赋值 localRotation/rotation（Quaternion）。,2,Unity客户端开发,综合,技术知识
物体绕空间中某点旋转常用什么函数？,transform.RotateAround。,2,Unity客户端开发,综合,技术知识
