题目,答案要点,难度,相关岗位,标签,题目类型
Ajax发⽣生跨域要设置什什么（前端）,在前端发生跨域请求时，如果使用CORS，通常无需特别设置。但若需携带Cookie等凭证信息（Credentials），前端必须在Ajax请求中设置withCredentials = true（Fetch API为credentials: 'include'），同时服务端需设置Access-Control-Allow-Credentials: true。,3,web前端开发/后端开发,计算机网络、跨域、Ajax、真题-沪江,技术知识
加上CORS之后从发起到请求正式成功的过程,浏览器将跨域请求分为简单请求和复杂请求。简单请求直接发出，并在响应头检查跨域权限。复杂请求会先发起一个OPTIONS预检请求（Preflight），询问服务端是否允许该跨域。服务端允许后，浏览器才会发起真正的正式请求并接收响应。,3,web前端开发/后端开发,计算机网络、CORS、真题-沪江,技术知识
xsrf跨域攻击的安全性问题怎么防范？,防范XSRF（CSRF）的主要方法有：1. 使用Anti-CSRF Token，服务端生成Token，前端请求时携带进行校验；2. 验证HTTP Referer或Origin头，确保请求来源于受信任站点；3. 将Cookie的SameSite属性设置为Lax或Strict，限制第三方站点的Cookie发送。,3,web前端开发/后端开发,计算机网络、前端安全、跨域、真题-沪江,技术知识
使⽤用Async会注意哪些东⻄西？,使用Async需注意：1. await只能在async函数内部使用；2. 需妥善处理错误，通常用try...catch包裹await语句；3. 避免滥用await导致不必要的串行阻塞，若多个异步操作互不依赖，应使用Promise.all并行执行以提高性能。,3,web前端开发,前端基础、真题-沪江,技术知识
Async⾥里里⾯面有多个await请求，可以怎么优化（请求是否有依赖）？,"如果多个await请求之间有依赖关系，必须按顺序使用await等待。如果它们之间没有依赖关系，为了提升性能，应该避免串行等待。可以使用Promise.all([req1(), req2()])将这些异步请求并行发出，然后再用一个await等待它们全部完成。",3,web前端开发,性能优化、真题-沪江,技术知识
Promise和Async处理理失败的时候有什什么区别？,Promise处理失败通常是在链式调用末尾使用.catch()方法捕获拒绝状态。而在Async/Await语法中，处理失败更贴近同步代码的写法，通常将await语句放在try...catch代码块的try中，在catch块中捕获并处理异常。,3,web前端开发,JavaScript、Promise、真题-沪江,技术知识
Redux在状态管理理⽅方⾯面解决了了React本身不不能解决的问题,React本身使用单向数据流，处理跨层级通信或多组件共享状态非常困难。Redux提供全局单一状态树（Store），让任何组件都能连接Store获取数据或触发更新，解决了状态跨组件共享和传递问题。,3,web前端开发,React、Redux、真题-沪江,技术知识
Redux有没有做过封装,在实际项目中通常会对Redux进行封装以减少样板代码。例如使用Redux Toolkit（RTK），它提供了createSlice自动生成action和reducer，内置了Immer允许直接修改状态，并默认配置了Thunk中间件；同时也会封装自定义的Hooks（如useAppDispatch）以便于TS类型推断。,4,web前端开发,React、Redux、真题-沪江,技术知识
react⽣生命周期，常⽤用的⽣生命周期,React类组件生命周期包括挂载、更新和卸载。常用的有：constructor（初始化state）、componentDidMount（组件挂载后，常用于发请求、绑事件）、shouldComponentUpdate（性能优化）、componentDidUpdate（更新后操作）、componentWillUnmount（组件卸载前）。,3,web前端开发,React、真题-沪江,技术知识
对应的⽣生命周期做什什么事,componentDidMount：发起异步请求获取数据，初始化第三方库，绑定DOM事件。shouldComponentUpdate：比较前后props/state，返回布尔值控制渲染以优化性能。componentDidUpdate：更新后操作DOM或发起依赖请求。componentWillUnmount：清除定时器、解绑事件。,2,web前端开发,前端基础、真题-沪江,技术知识
遇到性能问题⼀一般在哪个⽣生命周期⾥里里解决,遇到渲染性能问题，一般在类组件的shouldComponentUpdate生命周期里解决。通过比较nextProps和nextState是否真的发生了业务上的改变，如果未改变则返回false，阻止后续的render及子组件树的Diff过程，大幅减少渲染开销。,2,web前端开发,性能优化、真题-沪江,技术知识
怎么做性能优化（异步加载组件...）？,"React性能优化方法：1. 路由懒加载或组件异步加载（React.lazy配合Suspense）；2. 避免不必要的重渲染（PureComponent, React.memo, shouldComponentUpdate）；3. 缓存计算结果和函数（useMemo, useCallback）；4. 列表渲染使用稳定key；5. 防抖/节流。",3,web前端开发,性能优化、真题-沪江,技术知识
写react有哪些细节可以优化？,细节优化包括：1. 不在render内定义函数或对象，避免每次渲染生成新引用；2. 拆分细粒度组件，控制重新渲染的范围；3. 绑定事件时避免直接使用箭头函数或bind(this)；4. 使用Fragment减少多余DOM节点；5. 卸载组件时务必清理事件和定时器。,2,web前端开发,React、性能优化、真题-沪江,技术知识
React的事件机制（绑定⼀一个事件到⼀一个组件上）,React实现了合成事件机制（SyntheticEvent）。绑定事件时，React并没有把事件真正绑定到真实DOM上，而是使用事件代理，将所有事件统一绑定在document（React 17起是根容器root节点）上。事件冒泡到顶层时，React根据统一的监听器派发到对应组件。,2,web前端开发,React、真题-沪江,技术知识
介绍下事件代理理，主要解决什什么问题,事件代理（事件委托）是利用DOM事件冒泡机制，把子节点的事件监听器绑定在父节点上。主要解决两个问题：1. 性能问题：不需要为大量子节点分别绑定事件，减少内存消耗；2. 动态元素问题：当动态添加或删除子节点时，无需重新绑定或解绑事件。,2,web前端开发,前端基础、真题-沪江,技术知识
前端开发中⽤用到哪些设计模式？,前端常用设计模式：1. 观察者/发布-订阅模式（事件机制、Vue响应式）；2. 单例模式（Redux Store，全局弹窗）；3. 装饰器模式（高阶组件）；4. 工厂模式（批量创建对象）；5. 代理模式（事件代理，ES6 Proxy）。,3,web前端开发,前端基础、真题-沪江,技术知识
React/Redux中哪些功能⽤用到了了哪些设计模式？,React的高阶组件（HOC）用到了装饰器模式；Redux全局唯一的Store使用了单例模式；Redux的状态更新和React组件重新渲染采用了发布-订阅模式；React的合成事件系统用到了代理模式；React.createElement类似工厂模式。,2,web前端开发,React、Redux、真题-沪江,技术知识
JS变量量类型分为⼏几种，区别是什什么？,"JS变量类型分为基本类型（String, Number, Boolean, Null, Undefined, Symbol, BigInt）和引用类型（Object）。区别在于基本类型按值访问，存放在栈内存；引用类型按引用访问，其数据存放在堆内存，栈内存中只存放指向堆的指针。",3,web前端开发,前端基础、真题-沪江,技术知识
JS⾥里里垃圾回收机制是什什么，常⽤用的是哪种，怎么处理理的？,垃圾回收用于自动释放不再使用的内存。常用标记清除算法：垃圾收集器给内存中所有变量加上标记，然后去掉环境中的变量以及被引用的变量的标记，剩下仍有标记的即为准备删除的变量，最后清除并释放内存。早期还有引用计数，但易导致循环引用问题。,4,web前端开发,浏览器、垃圾回收、真题-沪江,技术知识
⼀一般怎么组织CSS（Webpack）？,Webpack中通常用css-loader解析CSS，style-loader注入DOM。生产环境常使用MiniCssExtractPlugin将CSS提取成独立文件以利用缓存；使用postcss-loader自动添加浏览器前缀；结合Sass/Less预处理器，并开启CSS Module避免类名冲突。,2,web前端开发,CSS、工程化、Webpack、真题-沪江,技术知识
⼩小程序⾥里里⾯面开⻚页⾯面最多多少？,微信小程序中，页面栈最多只能维持10层。当页面栈到达10层时，如果继续使用wx.navigateTo跳转新页面会失败。因此在开发中，应当合理使用wx.redirectTo、wx.switchTab或wx.navigateBack等方法来控制页面栈深度，避免超出限制。,2,小程序开发/web前端开发,小程序、真题-饿了么,技术知识
React⼦子⽗父组件之间如何传值？,父传子：父组件通过props将数据传递给子组件。子传父：父组件向子组件传递一个回调函数（作为props），子组件在需要传值时调用该回调函数，将数据作为参数传递给父组件。这符合React单向数据流的原则。跨层级可使用Context。,2,web前端开发,React、真题-饿了么,技术知识
Emit事件怎么发，需要引⼊入什什么？,在React中不直接使用emit，而是通过传递回调函数触发。但在Vue或Node中常使用事件发布订阅机制。若要在React中实现类似全局Event Bus的功能，需引入第三方库（如events或mitt），创建一个实例。发布者调用emit，订阅者调用on监听。,2,web前端开发,前端基础、真题-饿了么,技术知识
介绍下React⾼高阶组件，和普通组件有什什么区别？,高阶组件（HOC）本身不是组件，而是一个接收组件作为参数并返回新组件的纯函数。普通组件是将props转化为UI，而HOC是将一个组件转化为另一个增强了逻辑（如劫持props、渲染劫持）的新组件。它用于复用组件逻辑，不应修改原组件本身。,2,web前端开发,React、高阶组件、真题-饿了么,技术知识
⼀一个对象数组，每个⼦子对象包含⼀一个id和name，React如何渲染出全部的name？,可以使用数组的map方法遍历该对象数组，返回一个包含name的React元素集合。例如：<ul>{list.map(item => <li key={item.id}>{item.name}</li>)}</ul>。通过这种方式将数据映射为JSX元素进行列表渲染。,2,web前端开发,React、浏览器、真题-饿了么,技术知识
在哪个⽣生命周期⾥里里写,如果是仅仅渲染列表，这段map遍历代码应写在组件的render方法中（或函数组件的返回值中）。如果是需要发起异步网络请求获取这个对象数组，则请求操作通常写在类组件的componentDidMount生命周期中，或函数组件的useEffect（空依赖数组）中。,2,web前端开发,前端基础、真题-饿了么,技术知识
其中有⼏几个name不不存在，通过异步接⼝口获取，如何做？,先渲染已有的name，对缺失的项显示加载状态。在componentDidMount或useEffect中，筛选出缺失name的id，向后端发起异步接口请求获取补充数据。获取成功后，通过setState或useState更新数组中对应id的name，触发重新渲染。,2,web前端开发,前端基础、真题-饿了么,技术知识
渲染的时候key给什什么值，可以使⽤用index吗，⽤用id好还是index好a. webpack如何配sass，需要配哪些loaderb. 配css需要哪些loader？,key应给稳定唯一的id。不建议用index，因为列表重排会导致React复用错误DOM节点。配sass需要sass-loader、css-loader、style-loader；配普通css只需css-loader和style-loader。,3,web前端开发,CSS、浏览器、工程化、Webpack、真题-饿了么,技术知识
如何配置把js、css、html单独打包成⼀一个⽂文件？,Webpack中，JS默认打包为一个文件；要将HTML单独打包，需配置HtmlWebpackPlugin；要将CSS从JS中抽离并单独打包成一个文件，需使用MiniCssExtractPlugin，并在loader中将其替换掉style-loader。,3,web前端开发,CSS、HTML、工程化、真题-饿了么,技术知识
div垂直⽔水平居中（flex、绝对定位）,"1. Flex布局：父元素设为display: flex; justify-content: center; align-items: center;。2. 绝对定位：子元素position: absolute; left: 50%; top: 50%; transform: translate(-50%, -50%);，父元素设为position: relative;。",2,web前端开发,CSS、Flex、真题-饿了么,技术知识
两个元素块，⼀一左⼀一右，中间相距10像素,1. Flex布局：父容器设为display: flex; justify-content: space-between; gap: 10px;。2. 浮动：左元素float: left;，右元素float: right;（视容器宽度）。3. 均设为inline-block且其中一个设置margin-right: 10px;。,2,web前端开发,前端基础、真题-饿了么,技术知识
上下固定，中间滚动布局如何实现？,父容器设置为display: flex; flex-direction: column; height: 100vh;。头部和底部元素分别设置固定高度（如height: 60px;），中间内容区设置flex: 1; overflow-y: auto;。这样中间区域会自动填满剩余空间，超出部分可滚动。,2,web前端开发,前端基础、真题-饿了么,技术知识
"[1, 2, 3, 4, 5]变成[1, 2, 3, a, b, 5]","可以使用数组的splice方法。假设原数组为arr = [1, 2, 3, 4, 5]，执行arr.splice(3, 1, 'a', 'b')，这表示从索引3开始，删除1个元素（即数字4），并在此位置插入'a'和'b'。执行后arr变为[1, 2, 3, 'a', 'b', 5]。",2,web前端开发,前端基础、真题-饿了么,技术知识
取数组的最⼤大值（ES5、ES6）,"ES5方法：使用Math.max.apply(null, arr)，借助apply将数组展开为参数列表传递给Math.max。ES6方法：使用扩展运算符展开数组，即Math.max(...arr)。两者都能有效且简洁地获取数组中的最大值。",2,web前端开发,前端基础、真题-饿了么,技术知识
apply和call的区别？,"apply和call都用于改变函数调用时的this指向并立即执行函数，它们的唯一区别在于传递参数的形式。call(thisArg, arg1, arg2, ...)接收一个逗号分隔的参数列表；而apply(thisArg, [arg1, arg2, ...])接收一个数组或类数组对象作为参数。",3,web前端开发,前端基础、真题-饿了么,技术知识
ES5和ES6有什什么区别？,ES6增加了大量新特性：引入let/const实现块级作用域；箭头函数简化this绑定；类（class）语法糖；模块化（import/export）；解构赋值与扩展运算符；Promise处理异步；模板字符串；以及Map/Set等新数据结构，提升了开发效率。,3,web前端开发,前端基础、真题-饿了么,技术知识
some、every、find、filter、map、forEach有什什么区别？,forEach用于遍历不返回值；map遍历并返回新数组；filter返回满足条件元素组成的新数组；find返回第一个满足条件的元素；some判断是否至少有一个元素满足条件，返回布尔值；every判断是否所有元素都满足条件，返回布尔值。,2,web前端开发,前端基础、Map、真题-饿了么,技术知识
上述数组随机取数，每次返回的值都不不⼀一样,可以实现一个洗牌算法（Fisher-Yates Shuffle）将数组打乱，然后按顺序取值；或者每次随机生成一个范围在0到arr.length-1的索引，取出该索引的值后，使用splice将该元素从原数组中删除，从而保证下次抽取不会重复。,4,web前端开发,前端基础、真题-饿了么,技术知识
如何找0-5的随机数，95-99呢？,"找0-5的随机整数：Math.floor(Math.random() * 6)。找95-99的随机整数：Math.floor(Math.random() * 5) + 95。通用公式为获取[min, max]的随机整数：Math.floor(Math.random() * (max - min + 1)) + min。",2,web前端开发,前端基础、真题-饿了么,技术知识
⻚页⾯面上有1万个button如何绑定事件？,应使用事件代理（事件委托）。将事件监听器绑定在它们共同的父元素上，利用事件冒泡机制，当button被点击时事件会冒泡到父元素，由父元素的事件处理函数统一接收和处理，这能极大节省内存和减少DOM操作。,2,web前端开发,前端基础、真题-饿了么,技术知识
如何判断是button？,在事件代理的父元素事件处理函数中，通过event.target可以获取到实际触发事件的最底层DOM元素。然后通过event.target.nodeName === 'BUTTON'或者event.target.tagName === 'BUTTON'（通常为大写）来判断触发事件的元素是否为button。,2,web前端开发,前端基础、真题-饿了么,技术知识
⻚页⾯面上⽣生成⼀一万个button，并且绑定事件，如何做（JS原⽣生操作DOM）？,为避免频繁操作DOM导致性能问题，应使用DocumentFragment。创建一个片段，在循环中生成1万个button并appendChild到片段中。最后把片段一次性添加到页面的父容器中，并在该父容器上绑定点击事件进行事件代理。,2,web前端开发,HTML、DOM、真题-饿了么,技术知识
循环绑定时的index是多少，为什什么，怎么解决？,若在ES5中用var声明循环变量i并绑定异步回调，由于var是函数作用域，循环结束时i变成最终值，回调中都是最终值。解决方法：1. 使用ES6的let声明产生块级作用域；2. 使用立即执行函数表达式（IIFE）形成闭包保存当前i的值。,4,web前端开发,前端基础、真题-饿了么,场景题
⻚页⾯面上有⼀一个input，还有⼀一个p标签，改变input后p标签就跟着变化，如何处理理？,这需要实现简单的数据双向绑定。获取input和p标签的DOM元素，给input绑定input事件监听器。当事件触发时，获取event.target.value即输入框的新值，然后将其赋值给p标签的textContent或innerText。,3,web前端开发,前端基础、真题-饿了么,场景题
监听input的哪个事件，在什什么时候触发,应该监听input事件。input事件会在元素值发生变化时立即触发，无论是通过键盘输入、粘贴还是鼠标拖拽改变内容。相比之下，change事件只在元素失去焦点且值发生改变时才触发，不适合做实时跟随变化的交互。,2,web前端开发,前端基础、真题-饿了么,技术知识
⼿手写两道算法题,面试中常见算法题包括快速排序、二分查找、两数之和等。建议掌握基础数据结构和算法思维，能清晰解释解题思路，并写出边界条件完整的代码。,5,web前端开发/通用,算法、真题-携程,场景题
对React看法，有没有遇到⼀一些坑,React是基于组件化和虚拟DOM的优秀前端库，生态丰富。常见的坑有：Hooks闭包陷阱导致获取旧状态、未正确设置key导致渲染异常、以及useEffect依赖项不全导致的死循环等。,4,web前端开发,React、真题-携程,技术知识
对闭包的看法，为什什么要⽤用闭包,闭包是指有权访问另一个函数作用域中变量的函数。使用闭包主要为了实现数据私有化、维持变量在内存中不被销毁，以及在异步编程或回调中保留作用域状态。,3,web前端开发,JavaScript、闭包、真题-携程,技术知识
⼿手写数组去重函数,"常见实现：`const unique = arr => [...new Set(arr)]`。或者使用filter：`const unique = arr => arr.filter((item, index) => arr.indexOf(item) === index)`。",5,web前端开发,前端基础、真题-携程,场景题
⼿手写数组扁平化函数,"现代JS可以使用 `arr.flat(Infinity)`。手写可以使用递归或reduce：`const flatten = arr => arr.reduce((acc, val) => acc.concat(Array.isArray(val) ? flatten(val) : val), [])`。",5,web前端开发,前端基础、真题-携程,场景题
介绍下Promise的⽤用途和性质,Promise用于解决异步操作的回调地狱问题。它有三种状态：pending、fulfilled、rejected。状态一旦改变便不可逆，且可以通过链式调用（.then()）处理异步结果。,3,web前端开发,JavaScript、Promise、真题-携程,技术知识
Promise和Callback有什什么区别？,Callback容易导致嵌套过深（回调地狱），错误处理困难，控制反转导致信任问题。Promise将回调拉平为链式调用，提供统一的错误捕获机制，使异步代码更清晰可读。,3,web前端开发,JavaScript、Promise、真题-携程,技术知识
React⽣生命周期,"React类组件生命周期包括：挂载（constructor, render, componentDidMount）、更新（shouldComponentUpdate, render, componentDidUpdate）、卸载（componentWillUnmount）。Hooks中则用useEffect模拟生命周期。",2,web前端开发,React、真题-携程,技术知识
ES6新的特性,ES6引入了let/const、箭头函数、模板字符串、解构赋值、默认参数、展开运算符、Promise、Class类、模块化(import/export)、Symbol、Proxy和Reflect等，极大提升了开发效率。,3,web前端开发,前端基础、真题-喜马拉雅,技术知识
介绍Promise,Promise是异步编程的一种解决方案，比传统的回调函数和事件更合理。它代表一个异步操作的最终完成或失败，并提供统一的API，使得异步代码可以像同步代码一样链式调用。,3,web前端开发,JavaScript、Promise、真题-喜马拉雅,技术知识
Promise有⼏几个状态,Promise有三种状态：pending（进行中）、fulfilled（已成功）和rejected（已失败）。状态改变只能是pending到fulfilled或pending到rejected，且一旦改变便不可逆转。,3,web前端开发,JavaScript、Promise、真题-喜马拉雅,技术知识
说⼀一下闭包,闭包是指有权访问另一个函数作用域中变量的函数。通常在函数内部创建另一个函数时形成。常用于实现数据私有化、模块化以及在异步回调中保持对外部变量的引用。,3,web前端开发,JavaScript、闭包、真题-喜马拉雅,技术知识
React的⽣生命周期,"React类组件生命周期分为挂载（constructor, render, componentDidMount）、更新（shouldComponentUpdate, render, componentDidUpdate）、卸载（componentWillUnmount）三个阶段。Hooks通过useEffect模拟这些阶段。",2,web前端开发,React、真题-喜马拉雅,技术知识
componentWillReceiveProps的触发条件是什什么,当父组件导致子组件重新渲染时，即使props没有改变，componentWillReceiveProps也会被触发。在React 16.3后被标记为不安全，推荐使用getDerivedStateFromProps代替。,3,web前端开发,前端基础、真题-喜马拉雅,技术知识
React16.3对⽣生命周期的改变,废弃了componentWillMount、componentWillReceiveProps、componentWillUpdate三个生命周期（加UNSAFE_前缀），引入了getDerivedStateFromProps和getSnapshotBeforeUpdate，为异步渲染(Fiber)做准备。,3,web前端开发,前端基础、真题-喜马拉雅,技术知识
介绍下React的Filber架构,Fiber是React 16引入的新的协调引擎。它将渲染任务拆分成多个小任务（Fiber节点），允许在浏览器空闲时分段执行，支持任务优先级调度、暂停、恢复和中止，解决了主线程长时间阻塞导致的卡顿问题。,3,web前端开发,React、真题-喜马拉雅,技术知识
画Filber渲染树,Fiber树本质上是一个单链表树结构。每个Fiber节点包含return（指向父节点）、child（指向第一个子节点）、sibling（指向下一个兄弟节点）指针，这种结构使得遍历可以随时中断和恢复。,2,web前端开发,React、浏览器、真题-喜马拉雅,技术知识
介绍React⾼高阶组件,高阶组件(HOC)是一个接收组件并返回新组件的函数。它是一种基于React组合特性形成的模式，常用于代码复用、逻辑抽象、渲染劫持和状态管理（如Redux的connect）。,2,web前端开发,React、高阶组件、真题-喜马拉雅,技术知识
⽗父⼦子组件之间如何通信？,父传子通过props传递数据；子传父通过调用父组件传递过来的回调函数传递数据。跨层级可使用Context API，或者使用Redux/Mobx等全局状态管理库。,2,web前端开发,前端基础、真题-喜马拉雅,技术知识
Redux怎么实现属性传递，介绍下原理理？,Redux通过单一状态树(Store)管理状态。组件通过dispatch(action)触发Reducer更新Store。利用react-redux的Provider提供Store，connect高阶组件（或useSelector）订阅Store变化并映射为组件的props。,4,web前端开发,React、Redux、真题-喜马拉雅,技术知识
React-Router版本号,React-Router目前主流版本为v5和v6。v6引入了诸多重大改变，如使用<Routes>替代<Switch>，引入useNavigate替代useHistory，路由配置更加扁平和声明式。,2,web前端开发,React、真题-喜马拉雅,技术知识
⽹网站SEO怎么处理理？,前端SEO优化包括：使用语义化HTML标签、合理设置title/meta/description、配置robots.txt和sitemap.xml、优化首屏加载速度。对于SPA应用，可采用SSR（服务端渲染）或预渲染来提升SEO效果。,3,web前端开发,HTML、SEO、真题-喜马拉雅,技术知识
介绍下HTTP状态码,HTTP状态码分为五类：1xx（信息性状态码）、2xx（成功，如200）、3xx（重定向，如301、302、304）、4xx（客户端错误，如400、401、403、404）、5xx（服务端错误，如500、502、503）。,2,web前端开发/后端开发,计算机网络、HTTP、真题-喜马拉雅,技术知识
403、301、302是什什么,403 Forbidden表示服务器理解请求但拒绝执行（通常是权限问题）；301 Moved Permanently表示永久重定向，搜索引擎会更新书签；302 Found表示临时重定向，客户端应继续使用原有URI。,2,web前端开发,前端基础、真题-喜马拉雅,技术知识
缓存相关的HTTP请求头,强缓存相关：Expires（HTTP/1.0，绝对时间）、Cache-Control（HTTP/1.1，如max-age，优先级更高）。协商缓存相关：Last-Modified/If-Modified-Since、ETag/If-None-Match（优先级更高）。,4,web前端开发/后端开发,计算机网络、HTTP、缓存、真题-喜马拉雅,技术知识
介绍HTTPS,HTTPS是超文本传输安全协议，在HTTP的基础上加入了SSL/TLS层，通过加密传输、身份认证和数据完整性校验，保障了网络通信的安全，防止数据被窃听或篡改。,3,web前端开发/后端开发,计算机网络、HTTPS、真题-喜马拉雅,技术知识
HTTPS怎么建⽴立安全通道？,客户端发起请求，服务端返回数字证书（含公钥）。客户端验证证书合法性后，生成随机对称密钥，用公钥加密发送给服务端。服务端用私钥解密得到对称密钥，之后双方使用该对称密钥进行加密通信。,3,web前端开发/后端开发,计算机网络、前端安全、HTTPS、真题-喜马拉雅,技术知识
前端性能优化（JS原⽣生和React）,原生：减少DOM操作、防抖节流、图片懒加载、资源压缩合并、使用CDN。React：使用React.memo/PureComponent避免不必要渲染、useMemo/useCallback缓存计算结果和函数、代码分割（React.lazy）、列表虚拟化。,3,web前端开发,React、性能优化、真题-喜马拉雅,技术知识
⽤用户体验做过什什么优化,首屏骨架屏加载、路由切换时的进度条或动画、按钮点击防抖并提供Loading状态、表单实时校验反馈、图片懒加载与渐进式加载、错误边界(Error Boundary)处理以及友好的404/500页面。,3,web前端开发,性能优化、真题-喜马拉雅,技术知识
对PWA有什什么了了解,PWA（渐进式Web应用）通过Service Worker、Web App Manifest等技术，使Web应用具备离线访问、消息推送、后台同步、添加到桌面等类似原生应用的体验，提升了可靠性和性能。,3,web前端开发,前端基础、真题-喜马拉雅,技术知识
对安全有什什么了了解,前端常见安全问题包括XSS（跨站脚本攻击）、CSRF（跨站请求伪造）、Clickjacking（点击劫持）。防御措施包括：对用户输入进行转义/过滤、使用CSP、设置Cookie的HttpOnly和SameSite属性、请求携带Token/CSRF Token。,3,web前端开发,前端安全、真题-喜马拉雅,技术知识
介绍下数字签名的原理理,发送方使用哈希算法对数据生成摘要，然后用自己的私钥对摘要进行加密，生成数字签名。接收方收到后，用发送方的公钥解密签名得到原摘要，并对收到的数据重新计算摘要，比对两者是否一致，以验证数据完整性和发送方身份。,2,web前端开发,前端基础、真题-喜马拉雅,技术知识
前后端通信使⽤用什什么⽅方案,常见方案包括：AJAX（基于XHR）、Fetch API、Axios库（基于Promise）、WebSocket（全双工实时通信）、Server-Sent Events (SSE，单向推送)，以及GraphQL等。,3,web前端开发,前端基础、真题-喜马拉雅,技术知识
RESTful常⽤用的Method,RESTful API常用HTTP方法包括：GET（获取资源）、POST（创建资源）、PUT（更新资源，整体替换）、PATCH（更新资源，局部修改）、DELETE（删除资源）、OPTIONS（获取支持的通信选项）。,4,web前端开发,前端基础、RESTful、真题-喜马拉雅,技术知识
介绍下跨域,跨域是指浏览器同源策略限制，当请求的协议、域名、端口有任何一个不同时即为跨域。解决跨域的方法包括：CORS（跨域资源共享）、JSONP（仅支持GET）、Nginx反向代理、Node中间件代理、WebSocket等。,3,web前端开发/后端开发,计算机网络、跨域、真题-喜马拉雅,技术知识
Access-Control-Allow-Origin在服务端哪⾥里里配置,"在服务端的响应头中配置。例如在Node.js/Express中可以通过中间件设置`res.header('Access-Control-Allow-Origin', '*')`；在Nginx中通过`add_header Access-Control-Allow-Origin *;`指令配置。",3,web前端开发,前端基础、真题-喜马拉雅,技术知识
csrf跨站攻击怎么解决？,CSRF防御策略：1. 验证HTTP Referer或Origin字段；2. 在请求地址或请求头中添加并验证不可伪造的CSRF Token；3. 在Cookie中设置SameSite属性（Strict或Lax）限制第三方携带Cookie。,4,web前端开发,前端安全、CSRF、真题-喜马拉雅,场景题
前端和后端怎么联调？,联调流程：1. 双方基于需求定义并确认API接口文档（如Swagger/YApi）；2. 前端根据文档使用Mock数据进行开发；3. 后端接口部署到测试环境后，前端配置代理（Proxy）解决跨域，切换到真实接口进行联调和测试。,3,web前端开发,前端基础、真题-喜马拉雅,技术知识
localStorage和cookie有什什么区别？,cookie容量小(约4KB)，每次请求自动携带，常用于身份验证；localStorage容量大(约5MB)，仅在客户端保存，不参与服务端通信，适合长期存储本地数据。,2,web前端开发,前端基础、localStorage、Cookie、真题-兑吧,技术知识
CSS选择器器有哪些？,"包括：基础选择器（id、class、标签）、层次选择器（后代、子代、相邻兄弟、通用兄弟）、伪类选择器（:hover, :nth-child等）、伪元素选择器（::before, ::after）和属性选择器。",2,web前端开发,CSS、真题-兑吧,技术知识
盒⼦子模型，以及标准情况和IE下的区别？,标准盒模型的width/height只包含content；IE盒模型（怪异盒模型）的width/height包含content、padding和border。可通过`box-sizing: border-box`切换为IE盒模型。,2,web前端开发,前端基础、真题-兑吧,技术知识
如何实现⾼高度⾃自适应？,1. 使用百分比高度（需父元素有明确高度）；2. 使用Flexbox布局，设置`flex: 1`；3. 使用Grid布局；4. 使用`vh`单位，如`min-height: 100vh`实现视口高度自适应。,3,web前端开发,前端基础、真题-兑吧,技术知识
prototype和——proto——区别？,`prototype`是函数特有的属性，指向该构造函数的原型对象，用于实现基于原型的继承。`__proto__`是每个对象都有的内部属性，指向创建该对象的构造函数的原型。,3,web前端开发,前端基础、真题-兑吧,技术知识
_construct是什什么,（应为constructor）constructor是原型对象上的一个属性，默认指向与之关联的构造函数。当通过new创建实例时，实例可以通过原型链访问到该constructor，从而知道自己是由哪个函数构造的。,3,web前端开发,前端基础、真题-兑吧,技术知识
new是怎么实现的？,new的过程：1. 创建一个空对象；2. 将该对象的`__proto__`指向构造函数的`prototype`；3. 将构造函数的this绑定到该对象并执行；4. 若构造函数返回对象，则返回该对象，否则返回第一步创建的对象。,3,web前端开发,前端基础、真题-兑吧,技术知识
promise的精髓，以及优缺点,精髓在于将异步操作的状态管理和结果处理分离，通过链式调用解决回调地狱。优点：代码结构清晰，统一的错误处理。缺点：无法取消，处于pending时无法得知进度，如果不设置回调函数，内部错误不会反映到外部。,3,web前端开发,JavaScript、Promise、真题-兑吧,行为题
如何实现H5⼿手机端的适配？,常用方案：1. 视口meta标签配置；2. rem适配（配合媒体查询或动态计算根节点font-size）；3. vw/vh视口单位适配；4. Flexbox/Grid弹性布局；5. 媒体查询做响应式设计。,5,web前端开发,前端基础、真题-兑吧,技术知识
rem、flex的区别（root em）？,rem是相对长度单位，相对于根元素(html)的font-size计算，主要用于尺寸和排版适配；flex是CSS3的弹性盒布局模型，主要用于容器内子元素的空间分配和对齐。两者常结合使用。,2,web前端开发,CSS、Flex、真题-兑吧,技术知识
em和px的区别？,px是绝对长度单位，代表屏幕上的物理像素点；em是相对长度单位，相对于当前元素（或父元素）的font-size计算。em会产生继承级联问题，而px固定不变。,2,web前端开发,前端基础、真题-兑吧,技术知识
React声明周期,分为挂载、更新、卸载三个阶段。常用钩子有componentDidMount（请求数据）、shouldComponentUpdate（性能优化）、componentDidUpdate、componentWillUnmount（清理定时器/事件）。,3,web前端开发,React、真题-兑吧,技术知识
如何去除url中的#号？,在React Router或Vue Router中，将路由模式从Hash模式（HashRouter）切换为History模式（BrowserRouter）。这需要服务端配合配置，将所有未知请求重定向到index.html，避免404。,2,web前端开发,前端基础、真题-兑吧,技术知识
